Facility ID,Facility Name,Facility Type,Ownership,Operational Status,Province,District,Services
1258,Nteme Health Post,Health Post,MOH,Functional,Southern,Monze,"General Practice Consultation & Treatment; Maternity; Public Health Services; MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1270,Nadongo Health Post,Health Post,MOH,Functional,Southern,Monze,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
1259,Moomba Rural Health Centre,Health Centre,MOH,Functional,Southern,Kazungula,"Dental; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Laboratory Services; Public Health Services; ART & VMMC"
1267,St. Marys Health Post,Health Post,MOH,Functional,Southern,Monze,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
1279,Kabanze Rural Health Centre,Health Centre,MOH,Functional,Southern,Choma,"ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services"
1300,Hapiku Rural Health Post,Health Post,MOH,Functional,Southern,Chikankata,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
1346,Maweleya Health Post,Health Post,MOH,Functional,Western,Shang'ombo,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
1345,Chitongo Health Post,Health Post,MOH,Functional,Southern,Mazabuka,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
1344,Mahiba Health Post,Health Post,MOH,Functional,Southern,Monze,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
1275,Shangombo Rural Health Centre,Health Centre,MOH,Functional,Western,Shang'ombo,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
1331,Lumbembe Health Post,Health Post,MOH,Functional,Southern,Chirundu,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
1312,Chivuna Rural Health Centre,Health Centre,Faith Based,Functional,Southern,Mazabuka,N/A
1298,MGM (Ceres) Health Post,Health Post,Private,Functional,Southern,Mazabuka,N/A
4331,Mist Medical Care,General clinic,Private,Functional,Lusaka,Lusaka,N/A
4205,Kabanana Health Post,Health Post,MOH,Functional,Lusaka,Lusaka,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
1783,Bombwe Health Post,Health Post,MOH,Functional,Central,Chisamba,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; ART & VMMC"
1302,Nalukwale Health Post,Health Post,MOH,Functional,Southern,Namwala,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
1340,Sikoongo Rural Health Centre,Health Centre,MOH,Functional,Southern,Chirundu,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); ART & VMMC; Dental; Laboratory Services; Public Health Services"
1317,Nabbanda Health Post,Health Post,MOH,Functional,Southern,Chirundu,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
1328,Nakamboma Rural Health Centre,Health Centre,MOH,Functional,Southern,Namwala,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
1338,Musuma Health Post,Health Post,MOH,Functional,Southern,Mazabuka,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
1318,Manyana Health Post,Health Post,MOH,Functional,Southern,Mazabuka,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
1334,Bweengwa Rural Health Centre,Health Centre,MOH,Functional,Southern,Monze,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Dental; Laboratory Services; Public Health Services; ART & VMMC"
1322,Hanjalika Health Centre,Health Centre,MOH,Functional,Southern,Mazabuka,"Dental; Laboratory Services; Public Health Services; ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
1978,Sindemisale Rural Health Centre,Health Centre,MOH,Functional,Eastern,Vubwi,"ART & VMMC; Public Health Services; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); General Practice Consultation & Treatment; Maternity; Dental; Laboratory Services"
1319,Mooya Health Post,Health Post,MOH,Functional,Southern,Monze,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
1316,Maunga Health Post,Health Post,MOH,Functional,Southern,Chirundu,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
1330,Itapa Health Post,Health Post,MOH,Functional,Southern,Namwala,"Public Health Services; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; General Practice Consultation & Treatment"
1314,Teranova Farm Rural Health Centre,Health Centre,MOH,Functional,Southern,Chikankata,"ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services"
1327,Ibbwemunyama Rural Health Centre,Health Centre,MOH,Functional,Southern,Chirundu,"Laboratory Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Public Health Services; ART & VMMC"
1329,Munyumabisi Health Post,Health Post,MOH,Functional,Southern,Monze,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
1373,Banakaila Rural Health Centre,Health Centre,MOH,Functional,Southern,Monze,"ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Public Health Services; Laboratory Services"
1355,Mukuyu Rural Health Centre,Health Centre,MOH,Functional,Southern,Mazabuka,"ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services"
1366,Magoye Rural Health Centre,Health Centre,MOH,Functional,Southern,Mazabuka,"Dental; Laboratory Services; Public Health Services; ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
1335,Ndema Health Post,Health Post,MOH,Functional,Southern,Namwala,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
1383,Munenga Rural Health Centre,Health Centre,MOH,Functional,Southern,Mazabuka,"Maternity; ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Dental; Laboratory Services; Public Health Services"
1352,Keemba Rural Health Centre,Health Centre,MOH,Functional,Southern,Monze,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation); General Practice Consultation & Treatment; Maternity; Dental; Laboratory Services; Public Health Services; ART & VMMC"
1368,Dimba Health Post,Health Post,MOH,Functional,Southern,Mazabuka,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
1364,Chibende Health Post,Health Post,MOH,Functional,Southern,Chirundu,"General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Public Health Services"
1357,Kangila Health Post,Health Post,MOH,Functional,Southern,Mazabuka,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
1414,Lungwe Health Post,Health Post,MOH,Functional,Southern,Mazabuka,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation); General Practice Consultation & Treatment; Maternity; Public Health Services"
1371,Mandondo Health Post,Health Post,MOH,Functional,Southern,Namwala,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
1387,Kambale Rural Health Centre,Health Centre,MOH,Functional,Lusaka,Kafue,"Dental; Laboratory Services; Public Health Services; ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
1376,Moonzwe Rural Health Centre,Health Centre,MOH,Functional,Southern,Monze,"ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services"
1369,Kalama Rural Health Centre,Health Centre,MOH,Functional,Southern,Mazabuka,"General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services; ART & VMMC"
1382,Chalimbana Health Post,Health Post,MOH,Functional,Southern,Mazabuka,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
3209,Luntomfwe Health Post,Health Post,MOH,Functional,Northern,Kaputa,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
1370,Naluama Rural Health Centre,Health Centre,MOH,Functional,Southern,Chikankata,"ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services"
1381,Chikupi Rural Health Centre,Health Centre,MOH,Functional,Lusaka,Kafue,"Dental; Laboratory Services; Public Health Services; ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
1343,Moomba Health Post,Health Post,MOH,Functional,Southern,Namwala,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
1336,Simwaambwa Rural Health Post,Health Post,MOH,Functional,Southern,Chikankata,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
1358,Mubuyu Rural Health Post,Health Post,MOH,Functional,Southern,Chikankata,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
1362,Mtendere Mission HAHC,Health Centre,MOH,Functional,Southern,Chirundu,"ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services"
1375,Chilileka East Rural Health Post,Health Post,MOH,Functional,Southern,Chikankata,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation); General Practice Consultation & Treatment; Maternity; Public Health Services"
4218,TAZAMA Kalonje Pump Station Clinic,First-aid stations,Private,Functional,Muchinga,Lavushi Manda,N/A
1399,Kascol Urban Health Centre,Health Centre,Private,Functional,Southern,Mazabuka,N/A
1407,Munjile Rural Health Centre,Health Centre,MOH,Functional,Southern,Mazabuka,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); ART & VMMC; Dental; Laboratory Services; Public Health Services"
1415,Nchole Health Post,Health Post,MOH,Functional,Southern,Namwala,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
1396,Victoria Private Hospital,1st Level Hospital,Private,Functional,Southern,Mazabuka,N/A
1426,Delta Health Post,Health Post,MOH,Functional,Southern,Mazabuka,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
1353,Chitongo Rural Health Centre,Health Centre,MOH,Functional,Southern,Namwala,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation); General Practice Consultation & Treatment; Maternity; Dental; Laboratory Services; Public Health Services; ART & VMMC"
1406,Musikili Health Post,Health Post,Private,Functional,Southern,Mazabuka,N/A
1416,Nkabika Urban Health Centre,Health Centre,Private,Functional,Southern,Mazabuka,N/A
1125,Sinamalima Rural Health Centre,Health Centre,MOH,Functional,Southern,Sinazongwe,"ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services"
1411,Mazabuka Prisons Health Post,Health Post,MOH,Functional,Southern,Mazabuka,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
1386,Ngabo Health Post,Health Post,MOH,Functional,Southern,Namwala,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
1405,Kaonga Urban Health Centre,Health Centre,MOH,Functional,Southern,Mazabuka,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
1424,Zambia Sugar Hospital,1st Level Hospital,Private,Functional,Southern,Mazabuka,N/A
1420,Riverside Farm Rural Health Centre,Health Centre,Faith Based,Functional,Southern,Chikankata,N/A
1431,Cheeba Rural Health Centre,Health Centre,MOH,Functional,Southern,Chikankata,"ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services"
1398,Nansenga Rural Health Centre,Health Centre,MOH,Functional,Southern,Chikankata,"Dental; Laboratory Services; Public Health Services; ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
1417,Research Station Urban Health Centre,Health Centre,MOH,Functional,Southern,Mazabuka,"Dental; Laboratory Services; Public Health Services; ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
1397,Nanduba Rural Health Post,Health Post,MOH,Functional,Southern,Chikankata,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
1413,Chikonkomene Rural Health Centre,Health Centre,MOH,Functional,Southern,Chikankata,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
1452,Shifa Shikoswe Health Centre,Health Centre,MOH,Functional,Lusaka,Kafue,"Dental; Laboratory Services; Public Health Services; ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
1464,Busangu Health Post,Health Post,MOH,Functional,Southern,Namwala,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
1430,Liangati Health Post,Health Post,MOH,Functional,Western,Senanga,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
1437,Nanga Rural Health Centre,Health Centre,MOH,Functional,Southern,Mazabuka,"Dental; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Laboratory Services; Public Health Services; ART & VMMC"
1443,Mtendere Health Post,Health Post,MOH,Functional,Lusaka,Kafue,"General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Public Health Services"
1450,Namwala District Hospital,1st Level Hospital,MOH,Functional,Southern,Namwala,Patient Referral and Transfer; Critical Care Medicine (High Dependency Care); Internal Medicine (Infectious and None Communicable Medicine); Laboratory Services; Dental; Ophthalmology; Obstetrics and Gynaecology; Palliative care services; Physiotherapy and Rehabilitation; Psychiatry and Mental Health; Imaging such as radiology and sonography (Simple and Special); Resuscitation and Emergency Medicine; Surgery
1436,Baambwe Rural Health Centre,Health Centre,MOH,Functional,Southern,Namwala,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
2895,Chanshi Health Post,Health Post,MOH,Functional,Luapula,Mwense,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
1444,Shimungalu Health Post,Health Post,MOH,Functional,Southern,Mazabuka,"General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Public Health Services"
1434,Nanga Farm PLC Health Centre,Health Centre,Private,Functional,Southern,Mazabuka,N/A
1122,Malabali Health Post,Health Post,MOH,Functional,Southern,Sinazongwe,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
1451,Kabweza Health Post,Health Post,MOH,Functional,Lusaka,Kafue,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
1438,Namwala Hospital Affiliated Health Centre,Health Centre,MOH,Functional,Southern,Namwala,"ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services"
1445,Siyowi Health Post,Health Post,MOH,Functional,Southern,Mazabuka,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
1461,Mungu Health Post,Health Post,MOH,Functional,Lusaka,Kafue,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
1025,Siampondo Health Post,Health Post,MOH,Functional,Southern,Sinazongwe,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
1462,Liliachi Rural Health Centre,Health Centre,MOH,Functional,Western,Nalolo,"Dental; Laboratory Services; Public Health Services; ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
1456,Chikoka Health Post,Health Post,MOH,Functional,Lusaka,Kafue,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
1392,Basanga Rural Health Centre,Health Centre,MOH,Functional,Southern,Itezhi-Tezhi,"ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services"
1408,Hillside Urban Health Center,Health Centre,MOH,Functional,Southern,Mazabuka,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Dental; Laboratory Services; Public Health Services; ART & VMMC"
1432,Manyonyo Rural Health Post,Health Post,MOH,Functional,Southern,Chikankata,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
1470,Old Kabweza Health Post,Health Post,MOH,Functional,Lusaka,Kafue,"General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Public Health Services"
2132,Mnukwa Rural Health Centre,Health Centre,MOH,Functional,Eastern,Chipangali,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation); General Practice Consultation & Treatment; Maternity; Dental; Laboratory Services; ART & VMMC; Public Health Services"
1255,Namaila Rural Health Centre,Health Centre,MOH,Functional,Southern,Mazabuka,"ART & VMMC; Maternity; Dental; Laboratory Services; Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1104,Nanyati Rural Health Centre,Health Centre,MOH,Functional,Southern,Kazungula,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Dental; Laboratory Services; Public Health Services; ART & VMMC"
1525,Viva Med Hospital,1st Level Hospital,Private,Functional,Lusaka,Lusaka,N/A
1489,Mahopo Health Post,Health Post,MOH,Functional,Lusaka,Lusaka,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
1472,Mpanshya (St. Luke) Mission Hospital,1st Level Hospital,Faith Based,Functional,Lusaka,Rufunsa,N/A
1478,Katoba Rural Health Center,Health Centre,MOH,Functional,Lusaka,Chongwe,"Dental; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Laboratory Services; Public Health Services; ART & VMMC"
3781,Kitumba Correctional Farm Health Post,Health Post,MOH,Functional,Central,Mumbwa,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
1479,Luangwa Bridge Rural Health Post,Health Post,MOH,Functional,Lusaka,Rufunsa,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
1448,Mulamba Rural Health Post,Health Post,MOH,Functional,Lusaka,Rufunsa,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services; General Practice Consultation & Treatment; Maternity"
4204,Bread of Life Health Services Clinic,General clinic,Private,Functional,Lusaka,Lusaka,N/A
1505,Mwachilele Rural Health Post,Health Post,MOH,Functional,Lusaka,Rufunsa,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
4262,Family Medical Clinic,General clinic,Private,Functional,Lusaka,Lusaka,N/A
4484,MaxCare Hospital,1st Level Hospital,Private,Functional,Lusaka,Lusaka,N/A
1486,Kaunga Health Post,Health Post,MOH,Functional,Lusaka,Luangwa,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
1487,Majolu Clinic,Health Centre,Private,Functional,Southern,Chikankata,N/A
1488,Lwimba Rural Health Center,Health Centre,MOH,Functional,Lusaka,Chongwe,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
1497,Mobile Medical Services,Mobile clinic,Private,Functional,Lusaka,Lusaka,N/A
1500,Palabana Rural Health Center,Health Centre,MOH,Functional,Lusaka,Chongwe,"ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services"
1542,Feira Health Post,Health Post,MOH,Functional,Lusaka,Luangwa,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation); General Practice Consultation & Treatment; Maternity; Public Health Services"
1547,Paradise Health Post,Health Post,MOH,Functional,Lusaka,Lusaka,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
1543,Mandevu Urban Health Centre,Health Centre,MOH,Functional,Lusaka,Lusaka,"ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services"
1549,Kamanga Health Post,Health Post,MOH,Functional,Western,Mulobezi,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
1511,Lusaka Trust Hospital,1st Level Hospital,Private,Functional,Lusaka,Lusaka,N/A
1548,Chimwemwe Health Post,Health Post,MOH,Functional,Lusaka,Lusaka,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation); General Practice Consultation & Treatment; Public Health Services; Maternity"
1537,Matero Main Urban Health Centre,Health Centre,MOH,Functional,Lusaka,Lusaka,"Laboratory Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Public Health Services; ART & VMMC"
1519,Fairview Hospital,1st Level Hospital,Private,Functional,Lusaka,Lusaka,N/A
2023,Kwenje Rural Health Centre,Health Centre,MOH,Functional,Eastern,Kasenengwa,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
1512,Care For Business (CFB),1st Level Hospital,Private,Functional,Lusaka,Lusaka,N/A
1517,Sikanze Hospital,1st Level Hospital,Police Service,Functional,Lusaka,Lusaka,N/A
1518,Hill Top Hospital,1st Level Hospital,Private,Functional,Lusaka,Lusaka,N/A
1622,Myooye Rural Health Centre,Health Centre,MOH,Functional,Central,Mumbwa,"ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services"
1494,Lunsemfwa Rural Health Post,Health Post,MOH,Functional,Lusaka,Rufunsa,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
1524,Nalubanda Rural Health Centre,Health Centre,MOH,Functional,Central,Mumbwa,"ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services"
1502,Bauleni Urban Health Centre,Health Centre,MOH,Functional,Lusaka,Lusaka,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
1509,St Johns Medical Centre,Health Centre,Private,Functional,Lusaka,Lusaka,N/A
1508,University Teaching Hospital - Women and Newborn,3rd Level Hospital,MOH,Functional,Lusaka,Lusaka,N/A
1513,UTH Children's Hospital,3rd Level Hospital,MOH,Functional,Lusaka,Lusaka,N/A
1531,Chainama Hills College Hospital,3rd Level Hospital,MOH,Functional,Lusaka,Lusaka,N/A
1566,Balmora Health Post,Health Post,MOH,Functional,Lusaka,Chilanga,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
1574,Neri Clinic,Health Post,Private,Functional,Lusaka,Chilanga,N/A
1584,ZNS LDB Health Post,Health Post,ZDF,Functional,Lusaka,Chilanga,N/A
1552,Ng'ombe Urban Health Centre,Health Centre,MOH,Functional,Lusaka,Lusaka,"Dental; Laboratory Services; Public Health Services; ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
1585,Ngwerere Health Post,Health Post,MOH,Functional,Lusaka,Chongwe,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
1588,Shiyala Health Post,Health Post,MOH,Functional,Lusaka,Chongwe,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Public Health Services; General Practice Consultation & Treatment"
1567,Chilanga Hospice,Health Centre,Faith Based,Functional,Lusaka,Chilanga,N/A
1565,Chilanga Urban Health Centre,Health Centre,MOH,Functional,Lusaka,Chilanga,"ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services"
1557,Fumbelo Health Post,Health Post,MOH,Functional,Lusaka,Lusaka,"General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Public Health Services"
1233,Kaanja Rural Health Centre,Health Centre,MOH,Functional,Western,Sioma,"ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services"
1550,Tengama Health Post,Health Post,MOH,Functional,Lusaka,Rufunsa,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
1554,Mapungu Rural Health Centre,Health Centre,MOH,Functional,Western,Kalabo,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
1290,Kabanga Rural Health Post,Health Post,MOH,Functional,Southern,Choma,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
