Facility ID,Facility Name,Facility Type,Ownership,Operational Status,Province,District,Services
2228,Roan Antelope Referral Hospital,2nd Level Hospital,MOH,Functional,Copperbelt,Luanshya,Patient Referral and Transfer; Internal Medicine (Infectious and Non-Communicable Medicine); Obstetrics and Gynaecology; Pediatrics; Surgery; Critical Care Medicine (Intensive and High Dependency Care); Dental; Ophthalmology; Palliative care services; Physiotherapy and Rehabilitation; Psychiatry and Mental Health; Imaging such as radiology and sonography including CT Scan (Simple nd Special); Blood Bank Hub-Provincial Centre; Laboratory Services; Mortuary Services
2435,Misenga Health Post,Health Post,MOH,Functional,Copperbelt,Kalulushi,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
2356,Kamano Health Post,Health Post,MOH,Functional,North-Western,Kalumbila,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
3232,Lubelele Health Post,Health Post,MOH,Functional,Western,Mitete,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
3263,Ukumwi B Rural Health Centre,Health Centre,MOH,Functional,Eastern,Lusangazi,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Dental; Laboratory Services; Public Health Services; ART & VMMC"
3650,Neelkante Health Post,General clinic,Private,Functional,Copperbelt,Masaiti,N/A
3775,Tazara Rural Health Post,Health Post,MOH,Functional,Central,Mkushi,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
4021,Mukandankunda Health Centre,Health Centre,MOH,Functional,North-Western,Zambezi,"General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services; ART & VMMC"
2685,Kabinga Rural Health Centre,Health Centre,MOH,Functional,Muchinga,Kanchibiya,"ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services"
2876,Kalikeka Health Post,Health Post,MOH,Functional,Northern,Mungwi,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
3383,Tazara Health Post,Health Post,MOH,Functional,Muchinga,Mpika,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
1520,State House Clinic,Health Centre,MOH,Functional,Lusaka,Lusaka,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Dental; Laboratory Services; ART & VMMC; Public Health Services"
1250,Mbeta Health Post,Health Post,MOH,Functional,Western,Sioma,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
1215,State Ranch Health Post,Health Post,MOH,Functional,Western,Shang'ombo,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
3117,Ntapwila Health Post,Health Post,MOH,Functional,Central,Chibombo,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
2392,Matebo B Rural Health Centre,Health Centre,MOH,Functional,North-Western,Kalumbila,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
2667,Mapoma Rural Health Centre,Health Centre,MOH,Functional,Muchinga,Kanchibiya,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
4102,Makeni Rural Health Post,Health Post,MOH,Functional,Central,Chisamba,"General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Public Health Services"
3213,Muchenja Health Post,Health Post,MOH,Functional,Northern,Kaputa,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
3439,Msima Health Post,Health Post,MOH,Functional,Eastern,Nyimba,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation); General Practice Consultation & Treatment; Maternity; Public Health Services"
1514,Malata Health Post,Health Post,MOH,Functional,Lusaka,Lusaka,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
2645,Luchembe Health Post,Health Post,MOH,Functional,Muchinga,Kanchibiya,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
2751,Chama District Hospital,1st Level Hospital,MOH,Functional,Eastern,Chama,Surgery; Critical Care Medicine (High Dependency Care); Internal Medicine (Infectious and None Communicable Medicine); Laboratory Services; Dental; Ophthalmology; Obstetrics and Gynaecology; Palliative care services; Patient Referral and Transfer; Physiotherapy and Rehabilitation; Psychiatry and Mental Health; Imaging such as radiology and sonography (Simple and Special); Resuscitation and Emergency Medicine
2734,Shoti Health Post,Health Post,MOH,Functional,Luapula,Mansa,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
1937,Sikunduko Rural Health Centre,Health Centre,MOH,Functional,Western,Mitete,"Dental; Laboratory Services; Public Health Services; ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
1782,Shibanga Rural Health Centre,Health Centre,MOH,Functional,Western,Kaoma,"General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services; ART & VMMC"
3847,Triple S (CHAI) Health Post,Health Post,MOH,Functional,Copperbelt,Mufulira,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
2880,Mungwi  Baptist Urban Health Centre,Health Centre,MOH,Functional,Northern,Mungwi,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services; General Practice Consultation & Treatment; Maternity; Dental; ART & VMMC; Laboratory Services"
3807,East of Garnatone Health Post,Health Post,MOH,Functional,Copperbelt,Kitwe,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
3854,ZNS Rural Health Centre,Health Centre,ZNS,Functional,Eastern,Nyimba,N/A
4030,Nyilamba Health Post,Health Post,MOH,Functional,North-Western,Zambezi,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
1162,Kabula 2 Health Post,Health Post,MOH,Functional,Western,Sioma,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
3485,Buunga Health Post,Health Post,MOH,Functional,Southern,Itezhi-Tezhi,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
4089,Nakatwelenge Health Post,Health Post,MOH,Functional,Western,Nalolo,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services; General Practice Consultation & Treatment; Maternity"
3802,Milyashi East Health Post,Health Post,MOH,Functional,Copperbelt,Chililabombwe,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
2483,Mufulira Clinic 9 Urban Health Centre,Health Centre,Private,Functional,Copperbelt,Mufulira,N/A
4086,Muweswa Health Post,Health Post,MOH,Functional,Western,Senanga,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
2486,Maheba D Rural Health Centre,Health Centre,MOH,Functional,North-Western,Kalumbila,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
2729,Masaba Health Post,Health Post,MOH,Functional,Luapula,Mansa,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
3482,Kalwala Health Post,Health Post,MOH,Functional,Muchinga,Chinsali,"Public Health Services; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); General Practice Consultation & Treatment; Maternity"
2220,Mikomfwa Health Centre,Health Centre,MOH,Functional,Copperbelt,Luanshya,"ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services"
2723,Chisongo  Health Post,Health Post,MOH,Functional,Luapula,Mansa,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
2148,Rukuzye Rural Health Centre,Health Centre,MOH,Functional,Eastern,Chipangali,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
3465,Chunga rural health centre,Health Centre,MOH,Functional,Muchinga,Chinsali,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
1891,Luembe Rural Health Centre,Health Centre,MOH,Functional,Eastern,Nyimba,"General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services; ART & VMMC"
2827,Mutwewankoko Health Post,Health Post,MOH,Functional,Luapula,Mansa,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
3526,Namusheshe Health Post,Health Post,MOH,Functional,Western,Mongu,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
3588,Tulemane Urban Health Centre,Health Centre,MOH,Functional,Northern,Mbala,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
4364,Phil Optician Mobile Eye Clinic - BAG,Eye clinic,Private,Functional,Lusaka,Lusaka,N/A
2195,Chipangali Rural Health Centre,Health Centre,MOH,Functional,Eastern,Chipangali,"Maternity; General Practice Consultation & Treatment; ART & VMMC; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Dental; Laboratory Services; Public Health Services"
1263,Mulonga Rural Health Centre,Health Centre,MOH,Functional,Western,Shang'ombo,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
4058,Mbanyutu Rural Health Centre,Health Centre,MOH,Functional,Western,Luampa,"ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services"
1086,Nakowa Rural Health Centre,Health Centre,MOH,Functional,Southern,Zimba,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
3323,Kafwanka Health Post,Health Post,MOH,Functional,Luapula,Milenge,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
2905,Nseluka Rural Health Centre,Health Centre,MOH,Functional,Northern,Mungwi,"Dental; Laboratory Services; Public Health Services; ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
2747,Central Urban Health Centre,Health Centre,MOH,Functional,Luapula,Mansa,"Maternity; Dental; Laboratory Services; Public Health Services; ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3798,Shabasonje Rural Health Center,Health Centre,MOH,Functional,Central,Shibuyunji,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
4706,Mulembo,Health Post,MOH,Functional,Central,Serenje,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity"
1589,Mongu District Hospital,1st Level Hospital,MOH,Functional,Western,Mongu,Dental; Ophthalmology; Surgery; Critical Care Medicine (High Dependency Care); Internal Medicine (Infectious and None Communicable Medicine); Laboratory Services; Physiotherapy and Rehabilitation; Psychiatry and Mental Health; Imaging such as radiology and sonography (Simple and Special); Resuscitation and Emergency Medicine; Obstetrics and Gynaecology; Palliative care services; Patient Referral and Transfer
3093,Mahululo Health Post,Health Post,MOH,Functional,Southern,Livingstone,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
1493,Makeni Urban Health centre,Health Centre,MOH,Functional,Lusaka,Lusaka,"ART & VMMC; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; Public Health Services"
1130,Kalomo District Hospital,1st Level Hospital,MOH,Functional,Southern,Kalomo,Surgery; Critical Care Medicine (High Dependency Care); Internal Medicine (Infectious and None Communicable Medicine); Laboratory Services; Dental; Ophthalmology; Obstetrics and Gynaecology; Palliative care services; Patient Referral and Transfer; Physiotherapy and Rehabilitation; Psychiatry and Mental Health; Imaging such as radiology and sonography (Simple and Special); Resuscitation and Emergency Medicine
3863,Mantapala Health Post,Health Post,MOH,Functional,Luapula,Nchelenge,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services; General Practice Consultation & Treatment; Maternity"
1390,Chisakila Health Post,Health Post,MOH,Functional,Lusaka,Kafue,"Maternity; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Public Health Services"
3219,Nachintyombwe Health Post,Health Post,MOH,Functional,Southern,Mazabuka,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation); General Practice Consultation & Treatment; Public Health Services; Maternity"
1932,Chafulu Rural Health Centre,Health Centre,MOH,Functional,Eastern,Sinda,"Public Health Services; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Dental; Laboratory Services; ART & VMMC"
1924,Kakulunda Rural Health Centre,Health Centre,MOH,Functional,Western,Mitete,"Dental; General Practice Consultation & Treatment; MCH (Under 5, Family planning, antenatal, postnatal & immunisation); Maternity; Laboratory Services; Public Health Services; ART & VMMC"
