facility_code,service_category,service_group,service_detail
3929,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3929,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3929,Public Health Services,Public Health Services,Public Health Services
4188,Maternity,Maternity,Maternity
4188,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
4188,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
4188,Public Health Services,Public Health Services,Public Health Services
3614,Maternity,Maternity,Maternity
3614,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3614,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3614,Public Health Services,Public Health Services,Public Health Services
1515,Maternity,Maternity,Maternity
1515,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1515,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1515,Public Health Services,Public Health Services,Public Health Services
3598,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3598,Public Health Services,Public Health Services,Public Health Services
3598,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3598,Maternity,Maternity,Maternity
1032,Maternity,Maternity,Maternity
1032,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1032,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1032,Public Health Services,Public Health Services,Public Health Services
3968,Dental,Dental,Dental
3968,Laboratory Services,Laboratory Services,Laboratory Services
3968,Public Health Services,Public Health Services,Public Health Services
3968,ART & VMMC,ART & VMMC,ART & VMMC
3968,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3968,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3968,Maternity,Maternity,Maternity
2543,Dental,Dental,Dental
2543,Laboratory Services,Laboratory Services,Laboratory Services
2543,Public Health Services,Public Health Services,Public Health Services
2543,ART & VMMC,ART & VMMC,ART & VMMC
2543,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
2543,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
2543,Maternity,Maternity,Maternity
1365,Public Health Services,Public Health Services,Public Health Services
1365,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1365,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1365,Maternity,Maternity,Maternity
4053,ART & VMMC,ART & VMMC,ART & VMMC
4053,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
4053,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
4053,Maternity,Maternity,Maternity
4053,Dental,Dental,Dental
4053,Laboratory Services,Laboratory Services,Laboratory Services
4053,Public Health Services,Public Health Services,Public Health Services
1741,Maternity,Maternity,Maternity
1741,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1741,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1741,Public Health Services,Public Health Services,Public Health Services
2308,Public Health Services,Public Health Services,Public Health Services
2308,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
2308,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
2308,Maternity,Maternity,Maternity
2662,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
2662,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
2662,Maternity,Maternity,Maternity
2662,Dental,Dental,Dental
2662,Laboratory Services,Laboratory Services,Laboratory Services
2662,Public Health Services,Public Health Services,Public Health Services
2662,ART & VMMC,ART & VMMC,ART & VMMC
3425,Public Health Services,Public Health Services,Public Health Services
3425,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3425,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3425,Maternity,Maternity,Maternity
3425,Dental,Dental,Dental
3425,Laboratory Services,Laboratory Services,Laboratory Services
3425,ART & VMMC,ART & VMMC,ART & VMMC
3464,Maternity,Maternity,Maternity
3464,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3464,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3464,Public Health Services,Public Health Services,Public Health Services
2925,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
2925,Public Health Services,Public Health Services,Public Health Services
2925,Maternity,Maternity,Maternity
2925,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
2145,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
2145,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
2145,Maternity,Maternity,Maternity
2145,Public Health Services,Public Health Services,Public Health Services
1719,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1719,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1719,Maternity,Maternity,Maternity
1719,Public Health Services,Public Health Services,Public Health Services
3596,Maternity,Maternity,Maternity
3596,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3596,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3596,Public Health Services,Public Health Services,Public Health Services
1704,Resuscitation and Emergency Medicine,Resuscitation and Emergency Medicine,Resuscitation and Emergency Medicine
1704,Surgery,Surgery,Surgery
1704,Critical Care Medicine (High Dependency Care),Critical Care Medicine (High Dependency Care),Critical Care Medicine (High Dependency Care)
1704,Internal Medicine (Infectious and None Communicable Medicine),Internal Medicine (Infectious and None Communicable Medicine),Internal Medicine (Infectious and None Communicable Medicine)
1704,Laboratory Services,Laboratory Services,Laboratory Services
1704,Dental,Dental,Dental
1704,Ophthalmology,Ophthalmology,Ophthalmology
1704,Obstetrics and Gynaecology,Obstetrics and Gynaecology,Obstetrics and Gynaecology
1704,Palliative care services,Palliative care services,Palliative care services
1704,Patient Referral and Transfer,Patient Referral and Transfer,Patient Referral and Transfer
1704,Physiotherapy and Rehabilitation,Physiotherapy and Rehabilitation,Physiotherapy and Rehabilitation
1704,Psychiatry and Mental Health,Psychiatry and Mental Health,Psychiatry and Mental Health
1704,Imaging such as radiology and sonography (Simple and Special),Imaging such as radiology and sonography (Simple and Special),Imaging such as radiology and sonography (Simple and Special)
2302,Public Health Services,Public Health Services,Public Health Services
2302,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
2302,ART & VMMC,ART & VMMC,ART & VMMC
2302,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
2302,Maternity,Maternity,Maternity
2302,Dental,Dental,Dental
2302,Laboratory Services,Laboratory Services,Laboratory Services
1194,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1194,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1194,Maternity,Maternity,Maternity
1194,Public Health Services,Public Health Services,Public Health Services
