facility_code,service_category,service_group,service_detail
1835,ART & VMMC,ART & VMMC,ART & VMMC
1835,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1835,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1835,Maternity,Maternity,Maternity
1835,Dental,Dental,Dental
1835,Laboratory Services,Laboratory Services,Laboratory Services
1835,Public Health Services,Public Health Services,Public Health Services
1815,ART & VMMC,ART & VMMC,ART & VMMC
1815,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1815,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1815,Maternity,Maternity,Maternity
1815,Dental,Dental,Dental
1815,Laboratory Services,Laboratory Services,Laboratory Services
1815,Public Health Services,Public Health Services,Public Health Services
2564,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
2564,Public Health Services,Public Health Services,Public Health Services
2564,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
2564,Maternity,Maternity,Maternity
4084,Maternity,Maternity,Maternity
4084,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
4084,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
4084,Public Health Services,Public Health Services,Public Health Services
4157,Resuscitation and Emergency Medicine,Resuscitation and Emergency Medicine,Resuscitation and Emergency Medicine
4157,Critical Care Medicine (High Dependency Care),Critical Care Medicine (High Dependency Care),Critical Care Medicine (High Dependency Care)
4157,Internal Medicine (Infectious and None Communicable Medicine),Internal Medicine (Infectious and None Communicable Medicine),Internal Medicine (Infectious and None Communicable Medicine)
4157,Laboratory Services,Laboratory Services,Laboratory Services
4157,Dental,Dental,Dental
4157,Ophthalmology,Ophthalmology,Ophthalmology
4157,Obstetrics and Gynaecology,Obstetrics and Gynaecology,Obstetrics and Gynaecology
4157,Palliative care services,Palliative care services,Palliative care services
4157,Patient Referral and Transfer,Patient Referral and Transfer,Patient Referral and Transfer
4157,Physiotherapy and Rehabilitation,Physiotherapy and Rehabilitation,Physiotherapy and Rehabilitation
4157,Psychiatry and Mental Health,Psychiatry and Mental Health,Psychiatry and Mental Health
4157,Imaging such as radiology and sonography (Simple and Special),Imaging such as radiology and sonography (Simple and Special),Imaging such as radiology and sonography (Simple and Special)
4157,Surgery,Surgery,Surgery
1337,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1337,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1337,Maternity,Maternity,Maternity
1337,ART & VMMC,ART & VMMC,ART & VMMC
1337,Public Health Services,Public Health Services,Public Health Services
1337,Dental,Dental,Dental
1337,Laboratory Services,Laboratory Services,Laboratory Services
3467,ART & VMMC,ART & VMMC,ART & VMMC
3467,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3467,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3467,Maternity,Maternity,Maternity
3467,Dental,Dental,Dental
3467,Laboratory Services,Laboratory Services,Laboratory Services
3467,Public Health Services,Public Health Services,Public Health Services
1830,Public Health Services,Public Health Services,Public Health Services
1830,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1830,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1830,Maternity,Maternity,Maternity
1830,Laboratory Services,Laboratory Services,Laboratory Services
1830,ART & VMMC,ART & VMMC,ART & VMMC
2503,ART & VMMC,ART & VMMC,ART & VMMC
2503,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
2503,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
2503,Maternity,Maternity,Maternity
2503,Dental,Dental,Dental
2503,Laboratory Services,Laboratory Services,Laboratory Services
2503,Public Health Services,Public Health Services,Public Health Services
3283,Public Health Services,Public Health Services,Public Health Services
3283,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3283,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3283,Maternity,Maternity,Maternity
3237,Maternity,Maternity,Maternity
3237,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3237,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3237,Public Health Services,Public Health Services,Public Health Services
1901,Maternity,Maternity,Maternity
1901,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1901,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1901,Public Health Services,Public Health Services,Public Health Services
2817,ART & VMMC,ART & VMMC,ART & VMMC
2817,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
2817,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
2817,Maternity,Maternity,Maternity
2817,Dental,Dental,Dental
2817,Laboratory Services,Laboratory Services,Laboratory Services
2817,Public Health Services,Public Health Services,Public Health Services
3240,Public Health Services,Public Health Services,Public Health Services
3240,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3240,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3240,Maternity,Maternity,Maternity
4020,Public Health Services,Public Health Services,Public Health Services
4020,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
4020,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
4020,Maternity,Maternity,Maternity
4020,Dental,Dental,Dental
4020,Laboratory Services,Laboratory Services,Laboratory Services
4020,ART & VMMC,ART & VMMC,ART & VMMC
1772,Public Health Services,Public Health Services,Public Health Services
1772,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1772,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1772,Maternity,Maternity,Maternity
1805,Maternity,Maternity,Maternity
1805,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1805,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1805,Public Health Services,Public Health Services,Public Health Services
2509,ART & VMMC,ART & VMMC,ART & VMMC
2509,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
2509,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
2509,Maternity,Maternity,Maternity
2509,Dental,Dental,Dental
2509,Laboratory Services,Laboratory Services,Laboratory Services
2509,Public Health Services,Public Health Services,Public Health Services
1664,Dental,Dental,Dental
1664,Laboratory Services,Laboratory Services,Laboratory Services
1664,Public Health Services,Public Health Services,Public Health Services
1664,ART & VMMC,ART & VMMC,ART & VMMC
1664,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1664,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1664,Maternity,Maternity,Maternity
1097,Public Health Services,Public Health Services,Public Health Services
1097,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1097,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1097,Maternity,Maternity,Maternity
3981,Maternity,Maternity,Maternity
3981,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3981,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3981,Public Health Services,Public Health Services,Public Health Services
2004,Public Health Services,Public Health Services,Public Health Services
2004,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
2004,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
2004,Maternity,Maternity,Maternity
2004,Dental,Dental,Dental
2004,Laboratory Services,Laboratory Services,Laboratory Services
2004,ART & VMMC,ART & VMMC,ART & VMMC
2566,Public Health Services,Public Health Services,Public Health Services
2566,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
2566,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
2566,Maternity,Maternity,Maternity
2904,Public Health Services,Public Health Services,Public Health Services
2904,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
2904,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
2904,Maternity,Maternity,Maternity
2557,Maternity,Maternity,Maternity
2557,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
2557,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
2557,Public Health Services,Public Health Services,Public Health Services
2893,Dental,Dental,Dental
2893,Laboratory Services,Laboratory Services,Laboratory Services
2893,Public Health Services,Public Health Services,Public Health Services
2893,ART & VMMC,ART & VMMC,ART & VMMC
2893,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
2893,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
2893,Maternity,Maternity,Maternity
2280,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
2280,Public Health Services,Public Health Services,Public Health Services
2280,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
2280,Maternity,Maternity,Maternity
3092,Maternity,Maternity,Maternity
3092,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3092,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3092,Public Health Services,Public Health Services,Public Health Services
3605,Public Health Services,Public Health Services,Public Health Services
3605,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3605,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3605,Maternity,Maternity,Maternity
3605,Dental,Dental,Dental
3605,Laboratory Services,Laboratory Services,Laboratory Services
3605,ART & VMMC,ART & VMMC,ART & VMMC
1281,Dental,Dental,Dental
1281,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1281,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1281,Maternity,Maternity,Maternity
1281,Laboratory Services,Laboratory Services,Laboratory Services
1281,Public Health Services,Public Health Services,Public Health Services
1281,ART & VMMC,ART & VMMC,ART & VMMC
3530,Maternity,Maternity,Maternity
3530,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3530,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3530,Public Health Services,Public Health Services,Public Health Services
1817,Maternity,Maternity,Maternity
1817,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1817,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1817,Public Health Services,Public Health Services,Public Health Services
1447,Maternity,Maternity,Maternity
1447,ART & VMMC,ART & VMMC,ART & VMMC
1447,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1447,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1447,Dental,Dental,Dental
1447,Laboratory Services,Laboratory Services,Laboratory Services
1447,Public Health Services,Public Health Services,Public Health Services
3578,Maternity,Maternity,Maternity
3578,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3578,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3578,Public Health Services,Public Health Services,Public Health Services
3148,Maternity,Maternity,Maternity
3148,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3148,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3148,Public Health Services,Public Health Services,Public Health Services
1311,Public Health Services,Public Health Services,Public Health Services
1311,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1311,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1311,Maternity,Maternity,Maternity
1311,Dental,Dental,Dental
1311,Laboratory Services,Laboratory Services,Laboratory Services
1311,ART & VMMC,ART & VMMC,ART & VMMC
3865,Public Health Services,Public Health Services,Public Health Services
3865,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3865,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3865,Maternity,Maternity,Maternity
1469,Maternity,Maternity,Maternity
1469,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1469,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1469,Dental,Dental,Dental
1469,Laboratory Services,Laboratory Services,Laboratory Services
1469,ART & VMMC,ART & VMMC,ART & VMMC
1469,Public Health Services,Public Health Services,Public Health Services
3492,Public Health Services,Public Health Services,Public Health Services
3492,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3492,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3492,Maternity,Maternity,Maternity
3492,Dental,Dental,Dental
3492,Laboratory Services,Laboratory Services,Laboratory Services
3492,ART & VMMC,ART & VMMC,ART & VMMC
1720,Public Health Services,Public Health Services,Public Health Services
1720,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1720,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1720,Maternity,Maternity,Maternity
2218,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
2218,Public Health Services,Public Health Services,Public Health Services
2218,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
2218,Maternity,Maternity,Maternity
2724,Public Health Services,Public Health Services,Public Health Services
2724,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
2724,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
2724,Maternity,Maternity,Maternity
2724,Dental,Dental,Dental
2724,Laboratory Services,Laboratory Services,Laboratory Services
2724,ART & VMMC,ART & VMMC,ART & VMMC
2896,Maternity,Maternity,Maternity
2896,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
2896,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
2896,Public Health Services,Public Health Services,Public Health Services
3635,Public Health Services,Public Health Services,Public Health Services
3635,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3635,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3635,Maternity,Maternity,Maternity
3635,Dental,Dental,Dental
3635,Laboratory Services,Laboratory Services,Laboratory Services
3635,ART & VMMC,ART & VMMC,ART & VMMC
3815,Maternity,Maternity,Maternity
3815,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3815,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3815,Dental,Dental,Dental
3815,Laboratory Services,Laboratory Services,Laboratory Services
3815,Public Health Services,Public Health Services,Public Health Services
3815,ART & VMMC,ART & VMMC,ART & VMMC
3917,Dental,Dental,Dental
3917,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3917,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3917,Maternity,Maternity,Maternity
3917,Laboratory Services,Laboratory Services,Laboratory Services
3917,Public Health Services,Public Health Services,Public Health Services
3917,ART & VMMC,ART & VMMC,ART & VMMC
1840,ART & VMMC,ART & VMMC,ART & VMMC
1840,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1840,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1840,Maternity,Maternity,Maternity
1840,Laboratory Services,Laboratory Services,Laboratory Services
1840,Public Health Services,Public Health Services,Public Health Services
3055,Public Health Services,Public Health Services,Public Health Services
3055,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3055,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3055,Maternity,Maternity,Maternity
3055,Dental,Dental,Dental
3055,Laboratory Services,Laboratory Services,Laboratory Services
3055,ART & VMMC,ART & VMMC,ART & VMMC
2561,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
2561,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
2561,Maternity,Maternity,Maternity
2561,Dental,Dental,Dental
2561,Laboratory Services,Laboratory Services,Laboratory Services
2561,Public Health Services,Public Health Services,Public Health Services
2561,ART & VMMC,ART & VMMC,ART & VMMC
2116,Public Health Services,Public Health Services,Public Health Services
2116,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
2116,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
2116,Maternity,Maternity,Maternity
2116,Dental,Dental,Dental
2116,Laboratory Services,Laboratory Services,Laboratory Services
2116,ART & VMMC,ART & VMMC,ART & VMMC
3962,Dental,Dental,Dental
3962,Laboratory Services,Laboratory Services,Laboratory Services
3962,Public Health Services,Public Health Services,Public Health Services
3962,ART & VMMC,ART & VMMC,ART & VMMC
3962,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3962,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3962,Maternity,Maternity,Maternity
2273,Maternity,Maternity,Maternity
2273,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
2273,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
2273,Public Health Services,Public Health Services,Public Health Services
1737,ART & VMMC,ART & VMMC,ART & VMMC
1737,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1737,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1737,Maternity,Maternity,Maternity
1737,Dental,Dental,Dental
1737,Laboratory Services,Laboratory Services,Laboratory Services
1737,Public Health Services,Public Health Services,Public Health Services
4065,Public Health Services,Public Health Services,Public Health Services
4065,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
4065,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
4065,Maternity,Maternity,Maternity
4065,Dental,Dental,Dental
4065,Laboratory Services,Laboratory Services,Laboratory Services
4065,ART & VMMC,ART & VMMC,ART & VMMC
1752,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1752,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1752,Maternity,Maternity,Maternity
1752,Dental,Dental,Dental
1752,Laboratory Services,Laboratory Services,Laboratory Services
1752,Public Health Services,Public Health Services,Public Health Services
1752,ART & VMMC,ART & VMMC,ART & VMMC
1810,Maternity,Maternity,Maternity
1810,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1810,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1810,Public Health Services,Public Health Services,Public Health Services
3389,Maternity,Maternity,Maternity
3389,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3389,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3389,Public Health Services,Public Health Services,Public Health Services
1616,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1616,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1616,Maternity,Maternity,Maternity
1616,Public Health Services,Public Health Services,Public Health Services
3604,ART & VMMC,ART & VMMC,ART & VMMC
3604,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
3604,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
3604,Maternity,Maternity,Maternity
3604,Dental,Dental,Dental
3604,Laboratory Services,Laboratory Services,Laboratory Services
3604,Public Health Services,Public Health Services,Public Health Services
1823,ART & VMMC,ART & VMMC,ART & VMMC
1823,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1823,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1823,Maternity,Maternity,Maternity
1823,Dental,Dental,Dental
1823,Laboratory Services,Laboratory Services,Laboratory Services
1823,Public Health Services,Public Health Services,Public Health Services
1277,ART & VMMC,ART & VMMC,ART & VMMC
1277,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
1277,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
1277,Maternity,Maternity,Maternity
1277,Dental,Dental,Dental
1277,Laboratory Services,Laboratory Services,Laboratory Services
1277,Public Health Services,Public Health Services,Public Health Services
2103,"MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)","MCH (Under 5, Family planning, antenatal, postnatal & immunisation)"
2103,General Practice Consultation & Treatment,General Practice Consultation & Treatment,General Practice Consultation & Treatment
2103,Maternity,Maternity,Maternity
2103,Dental,Dental,Dental
2103,Laboratory Services,Laboratory Services,Laboratory Services
2103,Public Health Services,Public Health Services,Public Health Services
2103,ART & VMMC,ART & VMMC,ART & VMMC
3929,Maternity,Maternity,Maternity
