facility_name,facility_code,facility_type,facility_ownership,latitude,longitude,admin1,status,country
"KINAMPUNDU","111030-3","Dispensary","Public",-4.41726,34.79953,"Singida","Operating","Tanzania"
"LYELEMBO","103801-7","Dispensary","Public",-4.47234,34.59218,"Singida","Operating","Tanzania"
"MILADE","113148-1","Dispensary","Public",-4.60249,34.58725,"Singida","Operating","Tanzania"
"MSINGI","105473-3","Dispensary","Public",-4.34113,34.55121,"Singida","Operating","Tanzania"
"IGUGUNO R.C","101578-3","Dispensary","Private",-4.56667,34.6333,"Singida","Operating","Tanzania"
"MSIU","121928-6","Dispensary","Public",-4.24019,34.78574,"Singida","Operating","Tanzania"
"KIDARAFA","113151-5","Dispensary","Public",-4.21564,34.92171,"Singida","Operating","Tanzania"
"NKINTO","106524-2","Dispensary","Public",-4.13318,34.75158,"Singida","Operating","Tanzania"
"KIRUMI","103049-3","Dispensary","Public",-4.07651,34.71815,"Singida","Operating","Tanzania"
"NDALA","106232-2","Dispensary","Public",-4.36167,34.64471,"Singida","Operating","Tanzania"
"KINYAMBULI","102971-9","Health Center","Public",-4.19891,34.78511,"Singida","Operating","Tanzania"
"DOMINIC","111029-5","Dispensary","Public",-4.1418,34.88389,"Singida","Operating","Tanzania"
"KINYANGIRI","102975-0","Health Center","Public",-4.45092,34.62766,"Singida","Operating","Tanzania"
"IGONIA","101541-1","Dispensary","Public",-4.09541,34.58298,"Singida","Operating","Tanzania"
"ILUNDA","114060-7","Dispensary","Public",-4.45234,34.42331,"Singida","Operating","Tanzania"
"MUNGULI","105689-4","Dispensary","Public",-4.02106,34.83491,"Singida","Operating","Tanzania"
"ENDASIKU","101095-8","Dispensary","Public",-3.93087,34.68995,"Singida","Operating","Tanzania"
"MARERA","104317-3","Dispensary","Public",-4.185471,34.884491,"Singida","Operating","Tanzania"
"YULANSONI","108393-0","Dispensary","Private",-4.38115,34.57289,"Singida","Operating","Tanzania"
"MPAMBALA","105333-9","Dispensary","Public",-4.05551,34.56228,"Singida","Operating","Tanzania"
"CHEMCHEM","100768-1","Dispensary","Private",-4.05102,34.58315,"Singida","Operating","Tanzania"
"IAMBI ELCT","101427-3","Dispensary","Private",-4.35331,34.7594,"Singida","Operating","Tanzania"
"SALAMA","113142-4","Health Laboratory","Private",-4.30651,34.70478,"Singida","Operating","Tanzania"
"MKALAMA","105038-4","Health Center","Public",-4.11442,34.6431,"Singida","Operating","Tanzania"
"MALAJA","104160-7","Dispensary","Public",-4.24018,34.70873,"Singida","Operating","Tanzania"
"NDUGUTI","106274-4","Dispensary","Public",-4.30044,34.70001,"Singida","Operating","Tanzania"
"GUMANGA","101266-5","Health Center","Public",-4.23816,34.61206,"Singida","Operating","Tanzania"
"SINGA","107484-8","Dispensary","Public",-4.38922,34.86124,"Singida","Operating","Tanzania"
"IKOLO","101658-3","Dispensary","Public",-4.00614,34.75932,"Singida","Operating","Tanzania"
"MGIMBA","111031-1","Dispensary","Public",-4.26698,34.55539,"Singida","Operating","Tanzania"
"MWANGEZA","105927-8","Dispensary","Public",-4.10921,34.8226,"Singida","Operating","Tanzania"
"IGUGUNO","101577-5","Dispensary","Public",-4.56667,34.63333,"Singida","Operating","Tanzania"
"IMANI","113139-0","Health Laboratory","Private",-4.56755,34.62489,"Singida","Operating","Tanzania"
"LUKOMO","121944-3","Dispensary","Public",-4.45382,34.65456,"Singida","Operating","Tanzania"
"NKALAKALA","106510-1","Dispensary","Public",-4.27223,34.77478,"Singida","Operating","Tanzania"
"KIKHONDA","102778-8","Dispensary","Public",-4.50046,34.74412,"Singida","Operating","Tanzania"
"ILONGO","101763-1","Dispensary","Public",-4.07114,34.62179,"Singida","Operating","Tanzania"
"KINANKAMBA","121938-5","Dispensary","Public",-4.42582,34.65456,"Singida","Operating","Tanzania"
"ISHENGA","101905-8","Dispensary","Public",-4.39463,34.68501,"Singida","Operating","Tanzania"
"ISHINSI","101910-8","Dispensary","Public",-4.35008,34.58816,"Singida","Operating","Tanzania"
"MKINGA LEO","105075-6","Dispensary","Public",-4.84629,39.0861,"Tanga","Operating","Tanzania"
"GOMBERO","101240-0","Dispensary","Public",-4.95399,38.9495,"Tanga","Operating","Tanzania"
"MWAKIJEMBE","105830-4","Dispensary","Public",-4.53312,38.9131,"Tanga","Operating","Tanzania"
"MANZA","104286-0","Dispensary","Public",-4.8282,39.1532,"Tanga","Operating","Tanzania"
"MAGATI","103911-4","Dispensary","Public",-4.82328,38.8132,"Tanga","Operating","Tanzania"
"MKINGA","105074-9","Health Center","Public",-4.84618,39.1217,"Tanga","Operating","Tanzania"
"MARAMBA","104309-0","Health Center","Public",-4.86975,38.8023,"Tanga","Operating","Tanzania"
"BANTU","121492-3","Dispensary","Public",-4.93246,38.84604,"Tanga","Operating","Tanzania"
"DALUNI","100946-3","Dispensary","Public",-4.77195,38.77562,"Tanga","Operating","Tanzania"
"MHINDURO","104805-7","Dispensary","Public",-4.93077,38.8003,"Tanga","Operating","Tanzania"
"MICHAEL","124028-2","Dispensary","Private",-4.86762,38.80481,"Tanga","Operating","Tanzania"
"MARAMBA JKT","104310-8","Dispensary","Public",-4.86885,38.8078,"Tanga","Operating","Tanzania"
"MJESANI","105024-4","Health Center","Public",-5.02812,38.88301,"Tanga","Operating","Tanzania"
"MOA","105262-0","Dispensary","Public",-4.76797,39.1707,"Tanga","Operating","Tanzania"
"HOROHORO","101390-3","Dispensary","Public",-4.62459,39.10087,"Tanga","Operating","Tanzania"
"DUGA MAFORONI","101033-9","Dispensary","Public",-4.681402,39.101821,"Tanga","Operating","Tanzania"
"KIBIBONI","102597-2","Dispensary","Public",-4.93333,39.0948,"Tanga","Operating","Tanzania"
"MWANDUSI","105916-1","Dispensary","Public",-4.91125,39.118101,"Tanga","Operating","Tanzania"
"DODA","100989-3","Dispensary","Public",-4.91117,39.08805,"Tanga","Operating","Tanzania"
"MAGAONI","121549-0","Dispensary","Public",-4.87313,39.11396,"Tanga","Operating","Tanzania"
"KILANGA","102814-1","Dispensary","Public",-4.91248,38.7059,"Tanga","Operating","Tanzania"
"MAZOLA KILIFI","114790-9","Dispensary","Public",-4.84976,39.02647,"Tanga","Operating","Tanzania"
"KWALE","114789-1","Dispensary","Public",-4.96549,39.13969,"Tanga","Operating","Tanzania"
"MAGODI","103972-6","Dispensary","Public",-4.774457,39.048863,"Tanga","Operating","Tanzania"
"HOROHORO BOARDER","111457-8","Dispensary","Public",-4.601755,39.100564,"Tanga","Operating","Tanzania"
"MWANYUMBA","105947-6","Dispensary","Public",-4.83026,38.8603,"Tanga","Operating","Tanzania"
"KIBEWANI","121548-2","Dispensary","Public",-4.73641,39.07049,"Tanga","Operating","Tanzania"
"BAMBA MAVENGERO","100295-5","Dispensary","Public",-4.97254,38.7966,"Tanga","Operating","Tanzania"
"Ram Clinical","121904-7","Health Laboratory","Private",-4.86957,38.80573,"Tanga","Operating","Tanzania"
"LUGONGO ESTATE","103651-6","Dispensary","Public",-4.87224,38.83406,"Tanga","Operating","Tanzania"
"MTIMBWANI","105565-6","Dispensary","Public",-4.95747,39.08878,"Tanga","Operating","Tanzania"
"VYERU","108292-4","Dispensary","Public",-4.95496,39.1382,"Tanga","Operating","Tanzania"
"KIGONGOI","102722-6","Dispensary","Public",-4.81,38.7734,"Tanga","Operating","Tanzania"
"SEGOMA","114791-7","Dispensary","Public",-4.99752,38.76688,"Tanga","Operating","Tanzania"
"VUO","108287-4","Dispensary","Public",-4.80556,39.15088,"Tanga","Operating","Tanzania"
"MATEMBONI","121550-8","Dispensary","Public",-4.89333,38.77447,"Tanga","Operating","Tanzania"
"BOMA","100394-6","Dispensary","Public",-4.85865,39.19406,"Tanga","Operating","Tanzania"
"DUGA SIGAYA","101034-7","Dispensary","Public",-4.70868,39.1209,"Tanga","Operating","Tanzania"
"MAYOMBONI","111086-5","Dispensary","Public",-4.742973,39.165187,"Tanga","Operating","Tanzania"
"KILULU DUGA","102881-0","Dispensary","Public",-4.76032,39.12238,"Tanga","Operating","Tanzania"
"TAIFA HEALTH","124426-8","Health Laboratory","Private",-6.59213,39.11916,"Pwani","Operating","Tanzania"
"CAREEN","113302-4","Health Laboratory","Private",-7.07437,39.23275,"Pwani","Operating","Tanzania"
"MKAMBA","105047-5","Health Center","Public",-7.39424,38.9757,"Pwani","Operating","Tanzania"
"SOTELE","107555-5","Dispensary","Public",-7.302823,39.22047,"Pwani","Operating","Tanzania"
"MKANOGE","112061-7","Dispensary","Public",-7.48691,39.01517,"Pwani","Operating","Tanzania"
"ISTANBUL HEALTH CARE CENTER","111496-6","Health Center","Private",-7.27558,39.13413,"Pwani","Operating","Tanzania"
"MTARAZAKI MEDICAL","114796-6","Dispensary","Private",-6.966642,39.347003,"Pwani","Operating","Tanzania"
"MTIRO","122758-6","Dispensary","Private",-7.08112,39.22812,"Pwani","Operating","Tanzania"
"ST. FRANCIS XAVIER","107586-0","Dispensary","Private",-7.1162,39.20819,"Pwani","Operating","Tanzania"
"NYOTA YA BAHARI","103109-5","Health Center","Private",-7.39906,39.3391,"Pwani","Operating","Tanzania"
"TENGELEA","121448-5","Dispensary","Public",-7.11354,39.16155,"Pwani","Operating","Tanzania"
"ST. VINCENT","107642-1","Health Center","Private",-7.02419,39.29764,"Pwani","Operating","Tanzania"
"RM  MEDICAL LABORATORY","121456-8","Health Laboratory","Private",-7.03243,39.2818,"Pwani","Operating","Tanzania"
"IRENE KILIMAHEWA","101852-2","Health Center","Private",-7.37337,39.08953,"Pwani","Operating","Tanzania"
"MAGAWA","103912-2","Dispensary","Public",-7.456241,39.25951,"Pwani","Operating","Tanzania"
"SHUNGUBWENI","107448-3","Dispensary","Public",-7.19269,39.38297,"Pwani","Operating","Tanzania"
"MWANAMBAYA","105898-1","Dispensary","Public",-7.049182,39.240297,"Pwani","Operating","Tanzania"
"KITOMONDO","108434-2","Dispensary","Public",-7.28361,39.20063,"Pwani","Operating","Tanzania"
"KISEMVULE","111079-0","Dispensary","Public",-7.04461,39.28402,"Pwani","Operating","Tanzania"
"NYAMATO","106703-2","Dispensary","Public",-7.45614,39.0315,"Pwani","Operating","Tanzania"
"KISEGESE","121442-8","Dispensary","Public",-7.4000005,38.896859,"Pwani","Operating","Tanzania"
"MWAJUMA","114294-2","Health Laboratory","Private",-6.97434,39.28956,"Pwani","Operating","Tanzania"
"KISIJU","103107-9","Health Center","Public",-7.35925,39.28691,"Pwani","Operating","Tanzania"
"charity health laboratory","121426-1","Health Laboratory","Private",-7.03229,39.28097,"Pwani","Operating","Tanzania"
"RAJM","123074-7","Dispensary","Private",-7.10868,39.20655,"Pwani","Operating","Tanzania"
"MICO MKURANGA","123575-3","Dispensary","Private",-7.12368,39.20281,"Pwani","Operating","Tanzania"
"LUKANGA","103682-1","Dispensary","Public",-7.48048,39.17598,"Pwani","Operating","Tanzania"
"NGUNGUTI","114746-1","Health Center","Public",-7.005774,39.312513,"Pwani","Operating","Tanzania"
"KKKT MWARUSEMBE","123960-7","Dispensary","Private",-7.26584,39.14394,"Pwani","Operating","Tanzania"
"MAGODANI","123084-6","Dispensary","Public",-7.01946,39.38877,"Pwani","Operating","Tanzania"
"MONTANA","113564-9","Dispensary","Private",-7.03395,39.27862,"Pwani","Operating","Tanzania"
"KIZIKO","111188-9","Dispensary","Public",-7.19771,39.12763,"Pwani","Operating","Tanzania"
"SHUFAA","124066-2","Dispensary","Private",-7.02299,39.27243,"Pwani","Operating","Tanzania"
"MKIU","105077-2","Dispensary","Public",-7.457331,39.12451,"Pwani","Operating","Tanzania"
"KIWAMBO","103221-8","Dispensary","Public",-7.30304,39.1573,"Pwani","Operating","Tanzania"
"SANGASANGA","107283-4","Dispensary","Public",-7.36362,39.2456,"Pwani","Operating","Tanzania"
"FARAJA","121315-6","Maternity and Nursing Home","Private",-7.020824,39.280554,"Pwani","Operating","Tanzania"
"MALELA","111497-4","Dispensary","Public",-7.10107,39.32065,"Pwani","Operating","Tanzania"
"MBEZI MLUNGWANA","111080-8","Dispensary","Public",-7.35619,38.90701,"Pwani","Operating","Tanzania"
"DIVINE PROVIDENCE","120737-2","Health Center","Private",-7.20039,39.02515,"Pwani","Operating","Tanzania"
"CHAMGOI","111550-0","Dispensary","Public",-7.40207,38.90074,"Pwani","Operating","Tanzania"
"MAGOZA","103989-0","Dispensary","Public",-7.13787,39.11319,"Pwani","Operating","Tanzania"
"BINGA","100370-6","Dispensary","Public",-7.26814,39.2333,"Pwani","Operating","Tanzania"
"ST.JOSHUA","123765-0","Dispensary","Private",-7.11625,39.20285,"Pwani","Operating","Tanzania"
"GREAT HOPE","113301-6","Health Laboratory","Private",-7.11806,39.20583,"Pwani","Operating","Tanzania"
"UZIMA MISSION","108239-5","Dispensary","Private",-6.97941,39.28865,"Pwani","Operating","Tanzania"
"KWALE","121443-6","Dispensary","Public",-7.41162,39.39661,"Pwani","Operating","Tanzania"
"ST MAGDALENA","107565-4","Maternity Home","Private",-7.10486,39.32146,"Pwani","Operating","Tanzania"
"BETHEL HEALTH LABORATORY","121424-6","Health Laboratory","Private",-7.00959,39.30669,"Pwani","Operating","Tanzania"
"AGA SON","124424-3","Health Laboratory","Private",-7.01658,39.30324,"Pwani","Operating","Tanzania"
"LINDA HEALTH","124418-5","Health Laboratory","Private",-7.03012,39.29461,"Pwani","Operating","Tanzania"
"ST.JOSHUA","124141-3","Clinic","Private",-7.1167299999999996,39.20359,"Pwani","Operating","Tanzania"
"BUPU","100004-1","Dispensary","Public",-7.19919,39.0225,"Pwani","Operating","Tanzania"
"MBOBOYU","123043-2","Clinic","Private",-7.03133,39.28257,"Pwani","Operating","Tanzania"
"KIBUYUNI","102634-3","Dispensary","Public",-7.30131,38.9255,"Pwani","Operating","Tanzania"
"MBULANI","111494-1","Dispensary","Public",-7.31969,38.96873,"Pwani","Operating","Tanzania"
"NYATANGA","114750-3","Dispensary","Public",-7.297689,39.005723,"Pwani","Operating","Tanzania"
"CALL CHADOES","123715-5","Dispensary","Private",-7.01051,39.31705,"Pwani","Operating","Tanzania"
"UPENDO MATERNITY HOME","111354-7","Maternity Home","Private",-7.10576,39.20847,"Pwani","Operating","Tanzania"
"MWANDEGE","114747-9","Dispensary","Public",-6.975003,39.294353,"Pwani","Operating","Tanzania"
"MWARUSEMBE LGA","114749-5","Dispensary","Public",-7.272941,39.134459,"Pwani","Operating","Tanzania"
"LEMY II","121422-0","Health Laboratory","Private",-6.977717,39.287105,"Pwani","Operating","Tanzania"
"MKURANGA","105143-2","Hospital","Public",-7.13164,39.21273,"Pwani","Operating","Tanzania"
"BOKA","113562-3","Dispensary","Private",-7.00287,39.30926,"Pwani","Operating","Tanzania"
"ARAFA-KIPARANG'ANDA","100171-8","Dispensary","Private",-7.14991,39.1803,"Pwani","Operating","Tanzania"
"VIANZI","108244-5","Dispensary","Public",-7.0407,39.33069,"Pwani","Operating","Tanzania"
"MWARUSEMBE","105961-7","Dispensary","Private",-7.26593,39.1445,"Pwani","Operating","Tanzania"
"MSORWA","105499-8","Dispensary","Public",-7.17381,39.29921,"Pwani","Operating","Tanzania"
"MFURUMWAMBAO","111493-3","Dispensary","Public",-7.06961,39.36177,"Pwani","Operating","Tanzania"
"DR. JM HEALTH","124434-2","Health Laboratory","Private",-7.00377,39.31245,"Pwani","Operating","Tanzania"
"BOZA","111189-7","Dispensary","Public",-7.23449,39.42242,"Pwani","Operating","Tanzania"
"ABILINDA","123833-6","Maternity and Nursing Home","Private",-6.98318,39.30021,"Pwani","Operating","Tanzania"
"SUNGUVUNI","121446-9","Dispensary","Public",-7.11993,39.26437,"Pwani","Operating","Tanzania"
"NJOPEKA","106504-4","Dispensary","Public",-7.49652,39.1465,"Pwani","Operating","Tanzania"
"MNEMELE","114320-5","Health Laboratory","Private",-7.455487,39.113231999999996,"Pwani","Operating","Tanzania"
"ARH","124421-9","Health Laboratory","Private",-7.43578,39.31919,"Pwani","Operating","Tanzania"
"NASIBUGANI","106207-4","Dispensary","Public",-7.39206,39.25648,"Pwani","Operating","Tanzania"
"ELICANA","124264-3","Dispensary","Private",-7.11918,39.19074,"Pwani","Operating","Tanzania"
"OLDUVAI","123470-7","Dispensary","Private",-7.01889,39.31353,"Pwani","Operating","Tanzania"
"NJIA NNE","106492-2","Dispensary","Public",-7.36512,39.1896,"Pwani","Operating","Tanzania"
"LUVI","113300-8","Health Laboratory","Private",-6.95431,39.28564,"Pwani","Operating","Tanzania"
"MWANADILATU","123395-6","Dispensary","Public",-7.02391,39.17269,"Pwani","Operating","Tanzania"
"KIFUMANGAO","121444-4","Dispensary","Public",-7.523446,39.244571,"Pwani","Operating","Tanzania"
"VIVAH","121425-3","Health Laboratory","Private",-7.00458,39.3084,"Pwani","Operating","Tanzania"
"AL-RAHMAH","121819-7","Dispensary","Private",-7.12159,39.17275,"Pwani","Operating","Tanzania"
"ARIZONA MEDICAL","124423-5","Health Laboratory","Private",-6.95384,39.28469,"Pwani","Operating","Tanzania"
"MPAFU","105326-3","Dispensary","Public",-7.306161,39.324861,"Pwani","Operating","Tanzania"
"MLAMLENI","105185-3","Dispensary","Public",-6.98504,39.24813,"Pwani","Operating","Tanzania"
"KIPARANG'ANDA","121449-3","Dispensary","Public",-7.14677,39.17742,"Pwani","Operating","Tanzania"
"MADALALI","121825-4","Dispensary","Private",-6.979251,39.244164,"Pwani","Operating","Tanzania"
"IBUN JAZARY","111478-4","Dispensary","Private",-7.01391,39.29823,"Pwani","Operating","Tanzania"
"VIKINDU","108258-5","Dispensary","Public",-7.00672,39.2991,"Pwani","Operating","Tanzania"
"MTENDO","114319-7","Health Laboratory","Private",-7.018438,39.278493,"Pwani","Operating","Tanzania"
"TAYMA KIMANZICHANA","102334-0","Dispensary","Private",-7.36316,39.0636,"Pwani","Operating","Tanzania"
"JAJA FAMILY","124193-4","Dispensary","Private",-7.00617,39.31095,"Pwani","Operating","Tanzania"
"TUMANYENE","114254-6","Health Laboratory","Private",-7.00763,39.31494,"Pwani","Operating","Tanzania"
"AFYA MEDICAL CARE LABORATORY","121423-8","Health Laboratory","Private",-7.009281,39.314161,"Pwani","Operating","Tanzania"
"MSUFINI KIDETE","105505-2","Dispensary","Public",-7.17359,39.2331,"Pwani","Operating","Tanzania"
"MDIMNI","104706-7","Dispensary","Public",-7.424961,39.293011,"Pwani","Operating","Tanzania"
"KIMANZICHANA","114748-7","Dispensary","Public",-7.367026,39.060312,"Pwani","Operating","Tanzania"
"KIBAMBA","121447-7","Dispensary","Public",-7.08558,39.26114,"Pwani","Operating","Tanzania"
"INYONGA","101817-5","Health Center","Public",-6.76288,32.0529,"Katavi","Operating","Tanzania"
"WACHAWASEME","113376-8","Dispensary","Public",-6.73459,31.99464,"Katavi","Operating","Tanzania"
"MLOGOLO","113383-4","Dispensary","Public",-6.84612,32.13016,"Katavi","Operating","Tanzania"
"MAJIJA","124351-8","Dispensary","Private",-6.78382,32.46953,"Katavi","Operating","Tanzania"
"MAPILI","110093-2","Dispensary","Public",-6.7976,32.1253,"Katavi","Operating","Tanzania"
"KANOGE","113373-5","Dispensary","Public",-6.69811,31.99061,"Katavi","Operating","Tanzania"
"UTENDE","108203-1","Dispensary","Public",-6.64988,32.0074,"Katavi","Operating","Tanzania"
"KAMALAMPAKA","115018-4","Dispensary","Public",-6.74779,32.13304,"Katavi","Operating","Tanzania"
"HUDUMA","101395-2","Dispensary","Private",-6.2224,32.0621,"Katavi","Operating","Tanzania"
"MASIGO","113380-0","Dispensary","Public",-6.818575,32.047617,"Katavi","Operating","Tanzania"
"KAMSISI","113144-0","Dispensary","Public",-6.647414,32.114138,"Katavi","Operating","Tanzania"
"MLELE","114670-3","Hospital","Public",-6.41817,32.02029,"Katavi","Operating","Tanzania"
"EBENEZER","122123-3","Health Laboratory","Private",-6.71691,32.057236,"Katavi","Operating","Tanzania"
"INYONGA B","101816-7","Health Center","Public",-6.721407,32.062187,"Katavi","Operating","Tanzania"
"MTAKUJA","113378-4","Dispensary","Public",-6.74689,32.00159,"Katavi","Operating","Tanzania"
"NSENKWA","110003-1","Dispensary","Public",-6.77239,32.01488,"Katavi","Operating","Tanzania"
"SONGAMBELE","123970-6","Dispensary","Public",-6.68743,32.14757,"Katavi","Operating","Tanzania"
"ILELA","101726-8","Dispensary","Public",-6.813842,32.089999,"Katavi","Operating","Tanzania"
"MGOMBE","115017-6","Dispensary","Public",-6.66471,32.00031,"Katavi","Operating","Tanzania"
"LUGALA","123076-2","Dispensary","Public",-8.34864,36.08333,"Morogoro","Operating","Tanzania"
"CHITA","114987-1","Health Center","Public",-8.51798,35.95177,"Morogoro","Operating","Tanzania"
"KATURUKILA","102499-1","Dispensary","Private",-7.84273,36.91531,"Morogoro","Operating","Tanzania"
"MKUYUNI","114995-4","Dispensary","Public",-8.77297,35.96679,"Morogoro","Operating","Tanzania"
"TAZARA","107791-6","Dispensary","Private",-8.7861,35.7968,"Morogoro","Operating","Tanzania"
"BARAKA","122047-4","Health Laboratory","Private",-8.41267,36.01063,"Morogoro","Operating","Tanzania"
"MOFU","114106-8","Health Center","Public",-8.25261,36.11382,"Morogoro","Operating","Tanzania"
"HAYDOM","122048-2","Health Laboratory","Private",-8.351,36.07987,"Morogoro","Operating","Tanzania"
"KITETE","111058-4","Dispensary","Public",-8.7679,35.527,"Morogoro","Operating","Tanzania"
"NJAGI","114815-4","Dispensary","Public",-8.24618,36.17225,"Morogoro","Operating","Tanzania"
"MARY","114002-9","Dispensary","Private",-8.21208,36.2342,"Morogoro","Operating","Tanzania"
"NGALIMILA","106334-6","Dispensary","Private",-8.96071,35.89394,"Morogoro","Operating","Tanzania"
"UDAGAJI","111040-2","Dispensary","Public",-8.593724,35.900962,"Morogoro","Operating","Tanzania"
"KAANAN","111517-9","Dispensary","Private",-8.5023,35.9356,"Morogoro","Operating","Tanzania"
"DARIO'S","114603-4","Dispensary","Private",-8.15369,36.38542,"Morogoro","Operating","Tanzania"
"ST JUDE THADDEUS","104620-0","Health Center","Private",-8.17262,36.25092,"Morogoro","Operating","Tanzania"
"MBINGU","111186-3","Dispensary","Public",-8.17857,36.26101,"Morogoro","Operating","Tanzania"
"UCHINDILE","108000-1","Dispensary","Public",-8.7721,35.4101,"Morogoro","Operating","Tanzania"
"MATEMA","111036-0","Dispensary","Public",-8.84898,35.7744,"Morogoro","Operating","Tanzania"
"MLIMBA","105207-5","Health Center","Public",-8.79667,35.805,"Morogoro","Operating","Tanzania"
"MKANGAWALO","105052-5","Dispensary","Public",-8.36586,36.07772,"Morogoro","Operating","Tanzania"
"CHITA RURAL","100848-1","Dispensary","Public",-8.521183,35.945358,"Morogoro","Operating","Tanzania"
"IKWAMBI","112023-7","Dispensary","Public",-8.295306,36.345527,"Morogoro","Operating","Tanzania"
"NGALIMILA RURAL","114990-5","Dispensary","Public",-8.96072,35.89395,"Morogoro","Operating","Tanzania"
"LUSAJO","120659-8","Health Laboratory","Private",-8.3172,36.12365,"Morogoro","Operating","Tanzania"
"KISEGESE","111057-6","Dispensary","Public",-8.17804,36.32942,"Morogoro","Operating","Tanzania"
"IKULE","111056-8","Dispensary","Public",-8.40211,36.02032,"Morogoro","Operating","Tanzania"
"TANDALE","123672-8","Health Laboratory","Private",-8.20924,36.22904,"Morogoro","Operating","Tanzania"
"MLIMBA DH","114643-0","Hospital","Public",-8.35033,36.07214,"Morogoro","Operating","Tanzania"
"MPANGA","105342-0","Dispensary","Private",-8.93667,35.8133,"Morogoro","Operating","Tanzania"
"UTENGULE","108206-4","Dispensary","Public",-8.95321,35.8372,"Morogoro","Operating","Tanzania"
"MSOLWA MLIMBA","113119-2","Dispensary","Public",-8.7951,35.86138,"Morogoro","Operating","Tanzania"
"IDETE","101473-7","Dispensary","Public",-8.101,36.36,"Morogoro","Operating","Tanzania"
"IPINDE","101831-6","Dispensary","Public",-9.08979,35.7011,"Morogoro","Operating","Tanzania"
"CHISANO","100843-2","Dispensary","Public",-8.65992,35.8535,"Morogoro","Operating","Tanzania"
"TAWETA","107782-5","Dispensary","Private",-9.0216,35.6066,"Morogoro","Operating","Tanzania"
"TANESCO KIHANSI","107742-9","Dispensary","Public",-8.63728,36.05011,"Morogoro","Operating","Tanzania"
"TANGANYIKA RURAL","114013-6","Dispensary","Public",-9.10991,35.63493,"Morogoro","Operating","Tanzania"
"NAMWAWALA","106160-5","Dispensary","Public",-8.154555,36.389139,"Morogoro","Operating","Tanzania"
"MNGETA","105250-5","Health Center","Public",-8.31667,36.1067,"Morogoro","Operating","Tanzania"
"LUFULU","114104-3","Dispensary","Public",-8.54764,36.93091,"Morogoro","Operating","Tanzania"
"IGIMA","121966-6","Health Center","Public",-8.22821,36.62298,"Morogoro","Operating","Tanzania"
"KICHANGANI","122670-3","Health Laboratory","Private",-8.51367,35.51482,"Morogoro","Operating","Tanzania"
"CHITA JKT","100847-3","Dispensary","Public",-8.498,35.931,"Morogoro","Operating","Tanzania"
"MERERA","113816-3","Dispensary","Public",-8.5496200000000009,36.01682,"Morogoro","Operating","Tanzania"
"NEW ULANGA","122669-5","Health Laboratory","Private",-8.21152,36.22793,"Morogoro","Operating","Tanzania"
"ABDON MAABARA","123865-8","Health Laboratory","Private",-8.10061,36.50966,"Morogoro","Operating","Tanzania"
"MIWANGANI","113568-0","Dispensary","Public",-8.1474,36.50563,"Morogoro","Operating","Tanzania"
"KMC","123740-3","Dispensary","Private",-8.31868,36.12008,"Morogoro","Operating","Tanzania"
"IDETE PRISON","101476-0","Dispensary","Public",-8.101,36.489,"Morogoro","Operating","Tanzania"
"VIWANJASITINI","114012-8","Dispensary","Public",-8.81475,35.80865,"Morogoro","Operating","Tanzania"
"KPL","111059-2","Dispensary","Private",-8.36303,36.09364,"Morogoro","Operating","Tanzania"
"HANS MEDICAL","123669-4","Health Laboratory","Private",-8.78901,35.85374,"Morogoro","Operating","Tanzania"
"MGUGWE","114105-0","Dispensary","Public",-8.66626,35.84753,"Morogoro","Operating","Tanzania"
"MOFU","105264-6","Dispensary","Private",-8.30016,36.35098,"Morogoro","Operating","Tanzania"
"MARY'S","111037-8","Dispensary","Private",-8.78645,35.80531,"Morogoro","Operating","Tanzania"
"ACLANE","113997-1","Dispensary","Private",-8.77998,35.81071,"Morogoro","Operating","Tanzania"
"ACLANE USALAMA","123668-6","Health Laboratory","Private",-8.76035,35.82938,"Morogoro","Operating","Tanzania"
"MSITA","114989-7","Dispensary","Public",-8.54961,36.01683,"Morogoro","Operating","Tanzania"
"MCHOMBE","104693-7","Dispensary","Private",-8.31667,36.1167,"Morogoro","Operating","Tanzania"
"TANGANYIKA","107751-0","Dispensary","Private",-9.12612,35.62993,"Morogoro","Operating","Tanzania"
"UPENDO","111038-6","Dispensary","Private",-8.92861,35.82456,"Morogoro","Operating","Tanzania"
"MIKOCHINI","114988-9","Dispensary","Public",-8.22687,36.45064,"Morogoro","Operating","Tanzania"
"MEIGHS","104720-8","Dispensary","Private",-8.80665,35.79706,"Morogoro","Operating","Tanzania"
"NAMING'ONGO","106141-5","Dispensary","Public",-8.774294,32.446629,"Songwe","Operating","Tanzania"
"SANTE","121387-5","Dispensary","Public",-8.43975,32.52711,"Songwe","Operating","Tanzania"
"NAKAWALE","122319-7","Dispensary","Public",-9.00082,32.42495,"Songwe","Operating","Tanzania"
"CHITETE","100855-6","Dispensary","Public",-8.80533,32.5046,"Songwe","Operating","Tanzania"
"MOMBA","120640-8","Hospital","Public",-8.80833,32.32525,"Songwe","Operating","Tanzania"
"NKALA","109890-4","Dispensary","Public",-8.854012,32.496618,"Songwe","Operating","Tanzania"
"KAMSAMBA","102294-6","Health Center","Public",-8.35759,32.2943,"Songwe","Operating","Tanzania"
"IPATA","112445-2","Dispensary","Public",-8.58712,32.3732,"Songwe","Operating","Tanzania"
