facility_name,facility_code,facility_type,facility_ownership,latitude,longitude,admin1,status,country
"NDELEMA","110818-2","Dispensary","Public",-8.00022,32.00125,"Rukwa","Operating","Tanzania"
"Itela","101969-4","Dispensary","Public",-8.324539,31.745628,"Rukwa","Operating","Tanzania"
"Nkwilo","106560-6","Dispensary","Public",-7.58334,31.47827,"Rukwa","Operating","Tanzania"
"Kinambo","102925-5","Dispensary","Public",-8.15,31.9833,"Rukwa","Operating","Tanzania"
"KIPETA","115098-6","Health Center","Public",-8.36826,32.26935,"Rukwa","Operating","Tanzania"
"Sandulula","107273-5","Dispensary","Public",-8.18457,31.8251,"Rukwa","Operating","Tanzania"
"Solola","107521-7","Dispensary","Public",-8.26651,32.0158,"Rukwa","Operating","Tanzania"
"Mpwapwa","105398-2","Dispensary","Public",-8.228635,31.860618,"Rukwa","Operating","Tanzania"
"Kilembo","102823-2","Dispensary","Public",-8.375605,31.976118,"Rukwa","Operating","Tanzania"
"Mkima","110052-8","Dispensary","Public",-8.312556,31.825285,"Rukwa","Operating","Tanzania"
"Tentula","107808-8","Dispensary","Public",-8.428658,31.905157,"Rukwa","Operating","Tanzania"
"Kizungu","103258-0","Dispensary","Public",-7.74206,31.5132,"Rukwa","Operating","Tanzania"
"Mkusi","105146-5","Dispensary","Public",-8.186209,31.74074,"Rukwa","Operating","Tanzania"
"Kipeta","103002-2","Dispensary","Public",-8.37668,32.2683,"Rukwa","Operating","Tanzania"
"KAENGESA SEMINARY","120382-7","Dispensary","Private",-8.26053,31.68524,"Rukwa","Operating","Tanzania"
"KAZI","115136-4","Dispensary","Public",-8.26209,31.72265,"Rukwa","Operating","Tanzania"
"Uzia","108237-9","Dispensary","Public",-7.728587,31.612823,"Rukwa","Operating","Tanzania"
"NZUMI","111895-9","Dispensary","Private",-8.25657,31.99129,"Rukwa","Operating","Tanzania"
"ILOMOS","112992-3","Health Laboratory","Private",-8.56606,32.04139,"Rukwa","Operating","Tanzania"
"MPONA","115128-1","Dispensary","Public",-8.49414,32.29008,"Rukwa","Operating","Tanzania"
"Chombe","100878-8","Dispensary","Public",-8.58068,32.221,"Rukwa","Operating","Tanzania"
"KAOZE","102353-0","Health Center","Public",-8.45989,32.15831,"Rukwa","Operating","Tanzania"
"Mkunda","105134-1","Dispensary","Public",-8.21731,31.6834,"Rukwa","Operating","Tanzania"
"Mititi","104998-0","Dispensary","Public",-8.72219,31.9629,"Rukwa","Operating","Tanzania"
"Laela","103442-0","Health Center","Public",-8.57128,32.0493,"Rukwa","Operating","Tanzania"
"LUWA JESHI LA KUJENGA TAIFA","120495-7","Dispensary","Public",-7.859655,31.528326,"Rukwa","Operating","Tanzania"
"SUMBAWANGA SPECIALIZED","114087-0","Clinic","Private",-7.97444,31.60995,"Rukwa","Operating","Tanzania"
"MKYEKU","105172-1","Dispensary","Private",-7.9644,31.6127,"Rukwa","Operating","Tanzania"
"NAMBOGO","114707-3","Dispensary","Public",-8.04035,31.66232,"Rukwa","Operating","Tanzania"
"MALAGANO","110084-1","Dispensary","Public",-8.13702,31.652,"Rukwa","Operating","Tanzania"
"MAJENGO","104053-4","Dispensary","Public",-7.947836,31.626213,"Rukwa","Operating","Tanzania"
"MPONDA","114905-3","Dispensary","Public",-7.96563,31.61311,"Rukwa","Operating","Tanzania"
"EBEN","122930-1","Clinic","Private",-7.96169,31.61261,"Rukwa","Operating","Tanzania"
"MATANGA","121462-6","Health Center","Public",-8.03674,31.50831,"Rukwa","Operating","Tanzania"
"CHIPU","100839-0","Dispensary","Public",-7.976159,31.455994,"Rukwa","Operating","Tanzania"
"MAWENZUSI","104515-2","Dispensary","Public",-7.99788,31.792362,"Rukwa","Operating","Tanzania"
"ST.THERESIA","110233-4","Health Center","Private",-7.982182,31.619786,"Rukwa","Operating","Tanzania"
"KATUMBA AZIMIO","102491-8","Health Center","Public",-8.08157,31.66584,"Rukwa","Operating","Tanzania"
"MOLLO","105279-4","Dispensary","Public",-8.07913,31.7849,"Rukwa","Operating","Tanzania"
"KINDERHAUS","113749-6","Dispensary","Private",-7.93797,31.60686,"Rukwa","Operating","Tanzania"
"KANKWALE","102335-7","Dispensary","Public",-7.8984,31.59168,"Rukwa","Operating","Tanzania"
"DR. ATMAN","101003-2","Hospital","Private",-7.95773,31.63548,"Rukwa","Operating","Tanzania"
"MLANDA","105186-1","Dispensary","Public",-8.053819,31.59555,"Rukwa","Operating","Tanzania"
"KASENSE","102419-9","Dispensary","Public",-7.97996,31.5049,"Rukwa","Operating","Tanzania"
"KASEMA","102414-0","Dispensary","Private",-7.960423,31.614008,"Rukwa","Operating","Tanzania"
"KIZWITE","103261-4","Dispensary","Public",-7.978916,31.62846,"Rukwa","Operating","Tanzania"
"CHELENGANYA","100763-2","Dispensary","Public",-8.06247,31.53457,"Rukwa","Operating","Tanzania"
"FRAVERO","123693-4","Health Laboratory","Private",-7.95974,31.61722,"Rukwa","Operating","Tanzania"
"KING'OMBE","102951-1","Dispensary","Public",-7.9696,31.66576,"Rukwa","Operating","Tanzania"
"KILIMANI","102840-6","Maternity Home","Private",-7.98692,31.631,"Rukwa","Operating","Tanzania"
"SUMBAWANGA ASILIA","115111-7","Health Center","Public",-7.94725,31.60946,"Rukwa","Operating","Tanzania"
"MNZAVA'S","101021-4","Dispensary","Private",-7.96172,31.61579,"Rukwa","Operating","Tanzania"
"KANONDO","102338-1","Dispensary","Public",-7.91286,31.5697,"Rukwa","Operating","Tanzania"
"SENGA","107367-5","Dispensary","Public",-7.91276,31.62632,"Rukwa","Operating","Tanzania"
"SUMBAWANGA MUNICIPAL","114518-4","Hospital","Public",-7.96269,31.56729,"Rukwa","Operating","Tanzania"
"NTENDO","106599-4","Dispensary","Public",-7.904629,31.536157,"Rukwa","Operating","Tanzania"
"MATANGA","104447-8","Dispensary","Public",-8.019121,31.513643,"Rukwa","Operating","Tanzania"
"ISESA","101902-5","Dispensary","Public",-8.0169,31.676673,"Rukwa","Operating","Tanzania"
"SANGOS","110162-5","Dispensary","Private",-7.95167,31.62788,"Rukwa","Operating","Tanzania"
"MTIMBWA","105563-1","Dispensary","Public",-7.987894,31.531107,"Rukwa","Operating","Tanzania"
"SUMMIT","111690-4","Health Center","Private",-7.95989,31.61292,"Rukwa","Operating","Tanzania"
"UFIPA","108015-9","Dispensary","Private",-7.961372,31.614635,"Rukwa","Operating","Tanzania"
"DESHELI MEDICAL CARE","123719-7","Dispensary","Private",-7.96338,31.60815,"Rukwa","Operating","Tanzania"
"MAZWI","104537-6","Health Center","Public",-7.965825,31.613261,"Rukwa","Operating","Tanzania"
"MAHABUSU","104006-2","Dispensary","Public",-7.96741,31.61592,"Rukwa","Operating","Tanzania"
"FYENGELEZYA","101165-9","Dispensary","Public",-7.89141,31.49261,"Rukwa","Operating","Tanzania"
"KILIMAHEWA","102833-1","Dispensary","Public",-7.973764,31.601355,"Rukwa","Operating","Tanzania"
"UNIQUE","110977-6","Dispensary","Private",-7.95937,31.61506,"Rukwa","Operating","Tanzania"
"WIPANGA","110163-3","Dispensary","Public",-7.872532,31.630966,"Rukwa","Operating","Tanzania"
"SUMBAWANGA","107663-7","Hospital","Public",-7.96641,31.614065,"Rukwa","Operating","Tanzania"
"KISUMBA","108578-6","Dispensary","Public",-8.052285,31.50198,"Rukwa","Operating","Tanzania"
"SABATO","107333-7","Dispensary","Private",-7.961342,31.616464,"Rukwa","Operating","Tanzania"
"MOLLO","108078-7","Health Center","Public",-8.03438,31.75971,"Rukwa","Operating","Tanzania"
"HERIAN MEDICAL","123692-6","Health Laboratory","Private",-8.42262,31.40219,"Rukwa","Operating","Tanzania"
"KATANDALA","102460-3","Health Center","Private",-7.951357,31.620793,"Rukwa","Operating","Tanzania"
"TAMASENGA","107722-1","Dispensary","Public",-8.136599,31.670927,"Rukwa","Operating","Tanzania"
"MALONJE","104191-2","Dispensary","Public",-8.070551,31.737426,"Rukwa","Operating","Tanzania"
"LUWA","103778-7","Dispensary","Public",-7.85961,31.5284,"Rukwa","Operating","Tanzania"
"EPHATA","109897-9","Health Center","Private",-5.02576,32.79645,"Tabora","Operating","Tanzania"
"FURAHA","123486-3","Clinic","Private",-5.02253,32.79627,"Tabora","Operating","Tanzania"
"MISHA","121769-4","Health Center","Public",-4.90857,32.76628,"Tabora","Operating","Tanzania"
"ISEVYA","101904-1","Dispensary","Public",-5.014012,32.819886,"Tabora","Operating","Tanzania"
"KILOLENI","102866-1","Dispensary","Public",-5.006831,32.813171,"Tabora","Operating","Tanzania"
"BLOCKFARM","109675-9","Dispensary","Public",-4.92187,32.65226,"Tabora","Operating","Tanzania"
"FURAHA EYE CENTRE","113358-6","Clinic","Private",-5.01899,32.81065,"Tabora","Operating","Tanzania"
"MSANGE JKT","104383-5","Dispensary","Public",-4.97819,32.66507,"Tabora","Operating","Tanzania"
"MASHATI OPTICAL CENTRE","113357-8","Clinic","Private",-5.028675,32.807345,"Tabora","Operating","Tanzania"
"MILUNGU","113192-9","Health Laboratory","Private",-5.016636,32.826256,"Tabora","Operating","Tanzania"
"ITAGA","101950-4","Dispensary","Public",-4.94072,32.74548,"Tabora","Operating","Tanzania"
"OMULINGA","111581-5","Health Center","Private",-5.016078,32.805723,"Tabora","Operating","Tanzania"
"New Afya Care","122308-0","Health Laboratory","Private",-5.0220955,32.8030482,"Tabora","Operating","Tanzania"
"KITETE","107703-1","Hospital","Public",-5.02665,32.8073,"Tabora","Operating","Tanzania"
"TOWN","107871-6","Dispensary","Public",-5.02744,32.784,"Tabora","Operating","Tanzania"
"HEKIMA","113188-7","Health Laboratory","Private",-5.01665,32.82059,"Tabora","Operating","Tanzania"
"AMUCTA","109829-2","Dispensary","Private",-5.02433,32.81594,"Tabora","Operating","Tanzania"
"MILAMBO MILITARY","104961-8","Hospital","Public",-4.99393,32.79768,"Tabora","Operating","Tanzania"
"mkama","122159-7","Health Laboratory","Private",-5.0112467,32.827965,"Tabora","Operating","Tanzania"
"KAKOLA","102210-2","Dispensary","Public",-4.83333,32.76671,"Tabora","Operating","Tanzania"
"NG'AMBO","110857-0","Dispensary","Public",-5.0376,32.802988,"Tabora","Operating","Tanzania"
"BEATRICE","100343-3","Dispensary","Private",-5.0202,32.80632,"Tabora","Operating","Tanzania"
"NKINGA  TABORA","122934-3","Clinic","Private",-5.01925,32.80652,"Tabora","Operating","Tanzania"
"CHEYO","100773-1","Dispensary","Public",-5.04216,32.8294,"Tabora","Operating","Tanzania"
"EMI","112535-0","Clinic","Private",-5.02463,32.81051,"Tabora","Operating","Tanzania"
"ITETEMIA","101980-1","Dispensary","Public",-5.10085,32.79068,"Tabora","Operating","Tanzania"
"UMOJA","108100-9","Dispensary","Private",-5.020581,32.80231,"Tabora","Operating","Tanzania"
"FEKA","114823-8","Clinic","Private",-5.0170912,32.7988,"Tabora","Operating","Tanzania"
"MANOLEO","104271-2","Dispensary","Public",-4.99069,32.9545,"Tabora","Operating","Tanzania"
"EPHATA MISSION -TABORA","124149-6","Health Center","Private",-5.01232,32.76755,"Tabora","Operating","Tanzania"
"TMC","107843-5","Dispensary","Private",-5.02534,32.80729,"Tabora","Operating","Tanzania"
"ST. RITACASCIA","123207-3","Clinic","Private",-5.02652,32.84388,"Tabora","Operating","Tanzania"
"UHAZILI","109865-6","Dispensary","Public",-5.025807,32.812727,"Tabora","Operating","Tanzania"
"KALUNDE","102262-3","Dispensary","Public",-4.97291,32.69661,"Tabora","Operating","Tanzania"
"AGA KHAN","112974-1","Clinic","Private",-5.01862,32.81113,"Tabora","Operating","Tanzania"
"NJINGO","113189-5","Health Laboratory","Private",-5.01693,32.79838,"Tabora","Operating","Tanzania"
"ITULU","120549-1","Dispensary","Public",-5.12946,32.85902,"Tabora","Operating","Tanzania"
"REMTULLA","114450-0","Health Laboratory","Private",-5.017648,32.81321,"Tabora","Operating","Tanzania"
"SDA","107334-5","Dispensary","Private",-5.01738,32.81115,"Tabora","Operating","Tanzania"
"MIHAYO","113204-2","Health Laboratory","Private",-5.006046,32.811717,"Tabora","Operating","Tanzania"
"VANESA","113187-9","Health Laboratory","Private",-5.01735,32.8055,"Tabora","Operating","Tanzania"
"EMAGY","124355-9","Health Laboratory","Private",-5.27306,32.83968,"Tabora","Operating","Tanzania"
"UMANDA","101527-0","Dispensary","Public",-4.86214,32.66372,"Tabora","Operating","Tanzania"
"NDEVELWA","106251-2","Dispensary","Public",-5.10586,32.88257,"Tabora","Operating","Tanzania"
"IKOMWA","101664-1","Dispensary","Public",-4.73001,32.7966,"Tabora","Operating","Tanzania"
"MAILI TANO","112303-3","Health Center","Public",-5.004466,32.854929,"Tabora","Operating","Tanzania"
"CHARITY MISSION","122929-3","Dispensary","Private",-5.00652,32.84001,"Tabora","Operating","Tanzania"
"KUDO","113193-7","Health Laboratory","Private",-5.02638,32.80747,"Tabora","Operating","Tanzania"
"ST' ANN' MISSION","101837-3","Hospital","Private",-5.014753,32.843983,"Tabora","Operating","Tanzania"
"MSONGANZILA","122687-7","Health Laboratory","Private",-5.02279,32.79593,"Tabora","Operating","Tanzania"
"KIPALAPALA","102988-3","Dispensary","Private",-5.09596,32.7947,"Tabora","Operating","Tanzania"
"MWIZAMHOLYA","109740-1","Dispensary","Private",-5.01748,32.7999,"Tabora","Operating","Tanzania"
"TUMBI","107941-7","Health Center","Public",-5.07511,32.69651,"Tabora","Operating","Tanzania"
"TRL","110838-0","Dispensary","Public",-5.02092,32.82076,"Tabora","Operating","Tanzania"
"MAFWELE","123713-0","Dispensary","Private",-5.03463,32.75864,"Tabora","Operating","Tanzania"
"MTAKUJA","105524-3","Dispensary","Public",-5.147561,32.752321,"Tabora","Operating","Tanzania"
"BEDA","113206-7","Health Laboratory","Private",-5.03914,32.80455,"Tabora","Operating","Tanzania"
"IGAMBILO","123768-4","Dispensary","Public",-4.91116,32.72469,"Tabora","Operating","Tanzania"
"NTALIKWA","106594-5","Dispensary","Public",-5.11172,32.73951,"Tabora","Operating","Tanzania"
"UYUI","108235-3","Dispensary","Public",-4.95048,32.8331,"Tabora","Operating","Tanzania"
"MTENDENI","122486-4","Dispensary","Public",-5.03496,32.81716,"Tabora","Operating","Tanzania"
"MAGEREZA","103942-9","Dispensary","Public",-4.97643,32.88169,"Tabora","Operating","Tanzania"
"IGOSHA","120783-6","Dispensary","Public",-4.81339,32.67732,"Tabora","Operating","Tanzania"
"TABORA MUNICIPAL","114812-1","Hospital","Public",-5.04,32.8,"Tabora","Operating","Tanzania"
"CANAAN HEIRS","112536-8","Clinic","Private",-5.01774,32.80544,"Tabora","Operating","Tanzania"
"KILOLENI","113208-3","Health Laboratory","Private",-5.00605,32.81551,"Tabora","Operating","Tanzania"
"MORAVIAN","105295-0","Dispensary","Private",-5.01639,32.80091,"Tabora","Operating","Tanzania"
"IMALAMIHAYO","109800-3","Dispensary","Public",-4.96433,32.88211,"Tabora","Operating","Tanzania"
"POLICE","107005-1","Dispensary","Public",-5.02745,32.81401,"Tabora","Operating","Tanzania"
"UHURU","113191-1","Health Laboratory","Private",-5.01653,32.83826,"Tabora","Operating","Tanzania"
"MALOLO","104187-0","Dispensary","Public",-5.03094,32.76499,"Tabora","Operating","Tanzania"
"AMEN","113184-6","Health Laboratory","Private",-5.02836,32.80176,"Tabora","Operating","Tanzania"
"IFUCHA","101500-7","Dispensary","Public",-5.03441,32.95529,"Tabora","Operating","Tanzania"
"ST PHILIPO","110858-8","Health Center","Private",-5.04705,32.80169,"Tabora","Operating","Tanzania"
"NAMIKUPA","106139-9","Health Center","Public",-10.84307,39.62274,"Mtwara","Operating","Tanzania"
"MAMBAMBA","113901-3","Health Center","Public",-10.72257,39.50861,"Mtwara","Operating","Tanzania"
"TANDAHIMBA","107736-1","Hospital","Public",-10.75298,39.63918,"Mtwara","Operating","Tanzania"
"MCHICHIRA","104690-3","Dispensary","Public",-10.89594,39.62944,"Mtwara","Operating","Tanzania"
"DINEMBO","100980-2","Dispensary","Public",-10.93639,39.49938,"Mtwara","Operating","Tanzania"
"LIPALWE","103537-7","Dispensary","Public",-10.95121,39.46946,"Mtwara","Operating","Tanzania"
"NAMKOMOLELA","106145-6","Dispensary","Public",-10.7323,39.5493,"Mtwara","Operating","Tanzania"
"MAHUTA","104036-9","Health Center","Public",-10.87609,39.42982,"Mtwara","Operating","Tanzania"
"DINDUMA","122250-4","Dispensary","Public",-10.85458,39.50021,"Mtwara","Operating","Tanzania"
"LUAGALA","103599-7","Health Center","Private",-10.54403,39.47835,"Mtwara","Operating","Tanzania"
"LIKOLOMBE","103515-3","Dispensary","Public",-10.36101,39.4201,"Mtwara","Operating","Tanzania"
"RAMSHAN","112376-9","Dispensary","Private",-10.91383,39.5634,"Mtwara","Operating","Tanzania"
"NYOTA NJEMA TANDAHIMBA","112404-9","Dispensary","Private",-10.75236,39.63405,"Mtwara","Operating","Tanzania"
"MIVANGA","105011-1","Dispensary","Public",-10.6795,39.6425,"Mtwara","Operating","Tanzania"
"MICHENJELE","104818-0","Dispensary","Public",-10.800840000000001,39.87867,"Mtwara","Operating","Tanzania"
"AMANI","111948-6","Health Center","Private",-10.76401,39.64431,"Mtwara","Operating","Tanzania"
"NJAME","120747-1","Dispensary","Private",-10.84971,39.70012,"Mtwara","Operating","Tanzania"
"MKOREHA","105114-3","Dispensary","Public",-10.84845,39.7315,"Mtwara","Operating","Tanzania"
"NAMBAHU","106117-5","Dispensary","Public",-10.67951,39.64253,"Mtwara","Operating","Tanzania"
"M & B","112454-4","Dispensary","Private",-10.81268,39.52836,"Mtwara","Operating","Tanzania"
"MKOLA","105086-3","Dispensary","Public",-10.5459,39.4295,"Mtwara","Operating","Tanzania"
"MAUNDO","104495-7","Dispensary","Public",-10.89593,39.62949,"Mtwara","Operating","Tanzania"
"NAMINDONDI","106140-7","Dispensary","Public",-10.4074,39.4691,"Mtwara","Operating","Tanzania"
"MDIMBA","104705-9","Dispensary","Public",-10.75986,39.47408,"Mtwara","Operating","Tanzania"
"NANYANGA","106194-4","Dispensary","Public",-10.81375,39.52027,"Mtwara","Operating","Tanzania"
"NAPUTA","106198-5","Dispensary","Public",-10.84517,39.69403,"Mtwara","Operating","Tanzania"
"MAHEHA","104014-6","Health Center","Public",-10.91158,39.52644,"Mtwara","Operating","Tanzania"
"NGUNJA","106445-0","Dispensary","Public",-10.44933,39.41409,"Mtwara","Operating","Tanzania"
"MKWITI","105170-5","Dispensary","Public",-10.39771,39.38062,"Mtwara","Operating","Tanzania"
"MIHAMBWE","104888-3","Health Center","Public",-10.82111,39.80091,"Mtwara","Operating","Tanzania"
"LYENJE","103802-5","Dispensary","Public",-10.69313,39.54846,"Mtwara","Operating","Tanzania"
"LUKOKODA","103690-4","Dispensary","Public",-10.86003,39.54663,"Mtwara","Operating","Tanzania"
"MIUTA","113916-1","Dispensary","Public",-10.74035,39.77846,"Mtwara","Operating","Tanzania"
"CHINGUNGWE","100826-7","Dispensary","Public",-10.79287,39.42548,"Mtwara","Operating","Tanzania"
"KARSHAY","109210-5","Dispensary","Private",-10.75318,39.62988,"Mtwara","Operating","Tanzania"
"MKWEDU","105167-1","Dispensary","Public",-10.67215,39.50719,"Mtwara","Operating","Tanzania"
"CHIDEDE","100783-0","Dispensary","Public",-10.50158,39.44363,"Mtwara","Operating","Tanzania"
"MNAZI MMOJA","122249-6","Dispensary","Public",-10.87578,39.50223,"Mtwara","Operating","Tanzania"
"MANGOMBYA","104259-7","Dispensary","Public",-10.4777,39.35102,"Mtwara","Operating","Tanzania"
"LITEHU","103546-8","Health Center","Public",-10.58834,39.52784,"Mtwara","Operating","Tanzania"
"HB","121209-1","Dispensary","Private",-10.77236,39.62722,"Mtwara","Operating","Tanzania"
"KITAMA","103150-9","Health Center","Public",-10.74732,39.72136,"Mtwara","Operating","Tanzania"
"MITUMBATI","124312-0","Dispensary","Public",-10.85693,39.59281,"Mtwara","Operating","Tanzania"
"CHAUME","100752-5","Dispensary","Public",-10.62468,39.44958,"Mtwara","Operating","Tanzania"
"MTEGU","112435-3","Dispensary","Public",-10.79096,39.49229,"Mtwara","Operating","Tanzania"
"MKONJOWANO","105108-5","Dispensary","Public",-10.58834,39.52784,"Mtwara","Operating","Tanzania"
"RATIFA MEDICAL","124167-8","Health Laboratory","Private",-10.87268,39.42866,"Mtwara","Operating","Tanzania"
"nour","120912-1","Dispensary","Private",-5.09389,39.09361,"Tanga","Operating","Tanzania"
"BAKWATA","100280-7","Dispensary","Private",-5.07968,39.10202,"Tanga","Operating","Tanzania"
"ROSHA","113220-8","Health Laboratory","Private",-5.05793,39.05573,"Tanga","Operating","Tanzania"
