addo_uid,addo_name,business_type,accreditation_source,po_box,region,region_raw_clean,district,ward,village_street,phone,training_center,latitude,longitude,altitude,gps_source,gps_accuracy,has_coords,gid_region,gid_district,gid_ward
TZ-ADDO-00875,Bright DLDM,Retail A,Pharmacy Council,42 Mbinga,Ruvuma,Ruvuma,Mbinga Dc,Mbinga Mjini,Ruhuwiko - Jimboni,,Mbozi Dc,-10.9422847471,35.0105797444,1312.1213015463,tablet,6.0,True,36957248B86098654739756,72390352B96762734199587,66589294B31298312751898
TZ-ADDO-00876,Daima Dldm,Retail A,Pharmacy Council,94 Mbinga,Ruvuma,Ruvuma,Mbinga Dc,Mbinga Mjini,Luhuwiko,,Mbinga Dc,-10.9460683165,35.0086255919,1295.2423326274,tablet,4.0,True,36957248B86098654739756,72390352B96762734199587,66589294B31298312751898
TZ-ADDO-00877,De- Zase Medics Dldm,Retail A,Pharmacy Council,42 Mbinga,Ruvuma,Ruvuma,Mbinga Dc,Mbinga Mjini,Lusonga,,Mbinga Dc,-10.9589432545,35.0182517827,1257.674853926,tablet,6.0,True,36957248B86098654739756,72390352B96762734199587,66589294B31298312751898
TZ-ADDO-00878,Omy medics,Retail A,,,Iringa,Iringa,Iringa Mc,Mlandege,Mlandege,,Iringa mc,-7.7840436855,35.6784112193,1650.0,tablet,5.0,True,36957248B77241623821364,,
TZ-ADDO-00879,Njululu dldm,Retail A,TFDA,,Iringa,Iringa,Iringa Mc,Isakalilo,Kiodombi,,Makambako dc,-7.7839063061,35.6750731263,1638.2,tablet,5.0,True,36957248B77241623821364,,
TZ-ADDO-00880,Kem dldm,Retail A,TFDA,,Iringa,Iringa,Iringa Mc,Kitwilu,Kibwabwa,,Makambako dc,-7.8068974894,35.6809563842,1543.1,tablet,5.0,True,36957248B77241623821364,,
TZ-ADDO-00881,Abiduna dldm,Retail A,TFDA,,Iringa,Iringa,Iringa Mc,Makorongoni,Muhimba,,Iringa mc,-7.7749165474,35.6852821168,1540.1,tablet,5.0,True,36957248B77241623821364,,
TZ-ADDO-00882,Salila dldm,Retail A,TFDA,,Iringa,Iringa,Iringa Mc,Ruaha,Ndiuka A,,,-7.7855916135,35.7125066221,1513.4,tablet,5.0,True,36957248B77241623821364,,
TZ-ADDO-00883,Kwaneema dldm,Retail A,,41,Singida,Singida,Manyoni Dc,Manyoni,Hospital,,Manyoni,-5.7473249958,34.8292889096,1249.4386396503,tablet,8.0,True,36957248B4897898165843,72390352B73180368039512,66589294B31231921562240
TZ-ADDO-00884,Tumaini dldm,Retail A,TFDA,132,Singida,Singida,Manyoni Dc,Manyoni,Mwembeni,,Dodoma municipal council,-5.7482014768,34.828376387,1258.6795085902,tablet,6.0,True,36957248B4897898165843,72390352B73180368039512,66589294B31231921562240
TZ-ADDO-00885,MJ DLDM,Retail A,Pharmacy Council,418 Mbinga,Ruvuma,Ruvuma,Mbinga Dc,Mbinga Mjini,Msimbazi,,Mbinga Dc,-10.9378508727,34.9847987029,1324.9493270379,tablet,6.0,True,36957248B86098654739756,72390352B96762734199587,66589294B31298312751898
TZ-ADDO-00886,Mwembeni dldm,Retail A,TFDA,41,Singida,Singida,Manyoni,Manyoni,Mwembeni,,Manyoni,-5.7465547689,34.8309483726,1251.7833504827,tablet,8.0,True,36957248B4897898165843,72390352B73180368039512,66589294B31231921562240
TZ-ADDO-00887,Imma Dldm,Retail A,TFDA,42 Mbinga,Ruvuma,Ruvuma,Mbinga Dc,Mbinga Mjini,Lusaka,,Tunduru Dc,-10.9279817579,35.0204548587,1370.3525772791,tablet,6.0,True,36957248B86098654739756,72390352B96762734199587,66589294B31298312751898
TZ-ADDO-00888,Ntalange dldm,Retail A,,41,Singida,Singida,Manyoni Dc,Manyoni,Sayuni,,Dodoma municipal council,-5.738577501,34.8451837205,1251.6444189692,tablet,6.0,True,36957248B4897898165843,72390352B73180368039512,66589294B31231921562240
TZ-ADDO-00889,Shalom,Retail A,TFDA,,Iringa,Iringa,Iringa Mc,Isakalilo,Kiodombi,,Iringa mc,-7.7837009495,35.6741646118,1621.0,tablet,5.0,True,36957248B77241623821364,,
TZ-ADDO-00890,JK medical store,Retail A,TFDA,32,Dodoma,Dodoma,Dodoma Municipal,Kizota,Nkuhungu,,Dodoma municipal,-6.1584574719,35.7181199,1123.0978135076,tablet,4.0,True,36957248B94171853380228,72390352B24669678050336,66589294B12037103387862
TZ-ADDO-00891,Combodia duka la dawa,Retail A,TFDA,,Dodoma,Dodoma,Dodoma Municipal,Hazina,Mlezi,,Dodoma municipal,-6.1853968343,35.7341044469,1124.7891466339,tablet,4.0,True,36957248B94171853380228,72390352B24669678050336,66589294B72369481650502
TZ-ADDO-00892,Salome duka la dawa,Retail A,,,Iringa,Iringa,Iringa Mc,Mwangata,Mwangata B,,Iringa mc,-7.7799366787,35.6770004611,1628.7,tablet,5.0,True,36957248B77241623821364,,
TZ-ADDO-00893,Huduma medical store dldm,Retail A,,195,Singida,Singida,Manyoni Dc,Manyoni,Sokoni,,Singida municipal council,-5.7485458992,34.8371118805,1245.2074129813,tablet,6.0,True,36957248B4897898165843,72390352B73180368039512,66589294B31231921562240
TZ-ADDO-00894,Sayuni duka la dawa,Retail A,TFDA,921,Dodoma,Dodoma,Dodoma Municipal,Kikuyu,Kikuyu Kaskazini,,Dodoma municipal,-6.1888485109,35.7274587524,1111.4444904108,tablet,4.0,True,36957248B94171853380228,72390352B24669678050336,
TZ-ADDO-00895,Holyness duka la dawa,Retail A,TFDA,904,Dodoma,Dodoma,Dodoma Municipal,Kikuyu,Kikuyu Kaskazini,,Dodoma municipal,-6.1870490507,35.7279681923,1138.9230874873,tablet,4.0,True,36957248B94171853380228,72390352B24669678050336,
TZ-ADDO-00896,Mama Grory duka la dawa,Retail A,,,Iringa,Iringa,Iringa Mc,Kitwilu,Kitwilu A,,,-7.8181479732,35.6662506703,1543.2,tablet,5.0,True,36957248B77241623821364,,
TZ-ADDO-00897,Msigwa dldm,Retail A,,,Arusha,Arusha,Monduli,Meserani,Sofa,,,-3.4164874535,36.4586392511,1316.4,tablet,5.0,True,36957248B12876867554617,72390352B11439822404473,66589294B90831039078758
TZ-ADDO-00898,Sejeseje dldm,Retail A,Pharmacy Council,172,Arusha,Arusha,Monduli,Monduli Juu,Madukani,,Monduli,-3.2517571561,36.3960774802,1786.1,tablet,5.0,True,36957248B12876867554617,72390352B11439822404473,66589294B53137714419413
TZ-ADDO-00899,Tumain masaai dldm,Retail A,,,Arusha,Arusha,Monduli,Monduli Town,,,,-3.3005830413,36.4432514179,1488.8,tablet,5.0,True,36957248B12876867554617,72390352B11439822404473,66589294B53137714419413
TZ-ADDO-00900,Mumy dldm,Retail A,Pharmacy Council,12589,Arusha,Arusha,Monduli,Makuyuni,Makuyuni,,Veta mikumi,-3.5500724427,36.1019885167,1104.0,tablet,5.0,True,36957248B12876867554617,72390352B11439822404473,66589294B50149829895928
TZ-ADDO-00901,Anona dldm,Retail A,Pharmacy Council,,Arusha,Arusha,Monduli,Makuyumi,Makuyuni,,Monduli,-3.5490045045,36.1027432233,1073.0,tablet,5.0,True,36957248B12876867554617,72390352B11439822404473,66589294B50149829895928
TZ-ADDO-00902,Patrick medics,Retail A,,,Iringa,Iringa,Iringa Mc,Isakalilo,Zizi La Ng'Ombe,,,-7.7838903386,35.6642816775,1554.8,tablet,5.0,True,36957248B77241623821364,,
TZ-ADDO-00903,Lasanta Medics,Retail A,,,Mwanza,Mwanza,Nyamagana,Mahina,Isegeng'Hea,,Ilemela,,,,,,False,36957248B97200142584881,72390352B17873975087440,66589294B51141748254178
TZ-ADDO-00904,Mwagala Medics,Retail A,,,Mwanza,Mwanza,Nyamagana,Mahina,Mhandu,,Kwimba,,,,,,False,36957248B97200142584881,72390352B17873975087440,66589294B51141748254178
TZ-ADDO-00905,Mengo Medics,Retail A,,,Mwanza,Mwanza,Nyamagana,Mahina,Mhandu,,Ilemela,,,,,,False,36957248B97200142584881,72390352B17873975087440,66589294B51141748254178
TZ-ADDO-00906,Agape Medics,Retail A,,,Mwanza,Mwanza,Nyamagana,Mahina,Mhandu,,Ilemela,,,,,,False,36957248B97200142584881,72390352B17873975087440,66589294B51141748254178
TZ-ADDO-00907,Upendo Medocs,Retail A,,,Mwanza,Mwanza,Nyamagana,Mahina,Mhandu,,Ilemela,,,,,,False,36957248B97200142584881,72390352B17873975087440,66589294B51141748254178
TZ-ADDO-00908,Anona dldm,Retail A,Pharmacy Council,,Arusha,Arusha,Monduli,Mto Wa Mbu,Barabarani,,Karatu,-3.37404049,35.8534211665,957.6,tablet,5.0,True,36957248B12876867554617,72390352B11439822404473,66589294B63591688729139
TZ-ADDO-00909,Quality Medics,Retail A,,,Mwanza,Mwanza,Nyamagana,Mahina,Mahina Kati,,Ukerewe,,,,,,False,36957248B97200142584881,72390352B17873975087440,66589294B51141748254178
TZ-ADDO-00910,Trust dldm,Retail A,Pharmacy Council,,Arusha,Arusha,Monduli,Mto Wa Mbu,Barabarani,,,-3.3732068678,35.8534242678,945.2,tablet,5.0,True,36957248B12876867554617,72390352B11439822404473,66589294B63591688729139
TZ-ADDO-00911,Charrity dldm,Retail A,Pharmacy Council,,Arusha,Arusha,Monduli,Mto Wa Mbu,Barabarani,,Monduli,-3.3738883166,35.853419574,954.8,tablet,5.0,True,36957248B12876867554617,72390352B11439822404473,66589294B63591688729139
TZ-ADDO-00912,Tumaini medics,Retail A,,,Iringa,Iringa,Iringa,Isakalilo,Zizi La Ng'Ombe,,,-7.7826712746,35.6671461929,1554.7,tablet,5.0,True,36957248B77241623821364,,
TZ-ADDO-00913,Neema Medics,Retail A,,,Mwanza,Mwanza,Nyamagana,Mahina,Mahina Kati,,Ilemela,,,,,,False,36957248B97200142584881,72390352B17873975087440,66589294B51141748254178
TZ-ADDO-00914,Biganio,Retail A,,,Mwanza,Mwanza,Nyamagana,Mahina,Mahina Kati,,Ilemela,,,,,,False,36957248B97200142584881,72390352B17873975087440,66589294B51141748254178
TZ-ADDO-00915,Mahina Medics,Retail A,,,Mwanza,Mwanza,Nyamagana,Butimba,Tambuka Reli,,ZHRC Bugando,,,,,,False,36957248B97200142584881,72390352B17873975087440,66589294B36317615611287
TZ-ADDO-00916,Matumaini Medics,Retail A,,,Mwanza,Mwanza,Nyamagana,Mkuyuni,Mahina Darajani,,Ilemela,,,,,,False,36957248B97200142584881,72390352B17873975087440,66589294B57443438980135
TZ-ADDO-00917,Uhai Medics,Retail A,,,Mwanza,Mwanza,Nyamagana,Mkolani,Sweya Kati,,ZHRC Bugando,,,,,,False,36957248B97200142584881,72390352B17873975087440,66589294B31717121510957
TZ-ADDO-00918,Budaga Medics,Retail A,,,Mwanza,Mwanza,Nyamagana,Buhongwa,Ng'Washi,,Ilemela,,,,,,False,36957248B97200142584881,72390352B17873975087440,66589294B49165056989137
TZ-ADDO-00919,Majita Medics,Retail A,,,Mwanza,Mwanza,Nyamagana,Mahina,Maswa Magharibi,,Ilemela,,,,,,False,36957248B97200142584881,72390352B17873975087440,66589294B51141748254178
TZ-ADDO-00920,White house Medics,Retail A,,,Mwanza,Mwanza,Nyamagana,Mahina,Bugarika,,Ilemela,,,,,,False,36957248B97200142584881,72390352B17873975087440,66589294B51141748254178
TZ-ADDO-00921,Riziki Medics,Retail A,,,Mwanza,Mwanza,Nyamagana,Isamilo,Nyakabungo C,,Ilemela,,,,,,False,36957248B97200142584881,72390352B17873975087440,66589294B43982887519808
TZ-ADDO-00922,Isamilo Medics,Retail A,,,Mwanza,Mwanza,Nyamagana,Isamilo,Isamilo Kaskazini,,ZHRC Bugando,,,,,,False,36957248B97200142584881,72390352B17873975087440,66589294B43982887519808
TZ-ADDO-00923,Dove dldm,Retail A,Pharmacy Council,,Arusha,Arusha,Monduli,Mto Wa Mbu,Barabarani,,Singida municipal council,-3.3745295741,35.8546827268,961.1,tablet,5.0,True,36957248B12876867554617,72390352B11439822404473,66589294B63591688729139
TZ-ADDO-00924,L&T dldm,Retail A,,,Iringa,Iringa,Iringa Mc,Ruaha,Igumbilo,,Iringa mc,-7.785554775,35.7398416009,1540.2,tablet,5.0,True,36957248B77241623821364,,
TZ-ADDO-00925,Family dldm,Retail A,Pharmacy Council,,Arusha,Arusha,Monduli,Mto Wa Mbu,Barabarani,,,-3.3759685792,35.854663197,953.1,tablet,5.0,True,36957248B12876867554617,72390352B11439822404473,66589294B63591688729139
TZ-ADDO-00926,Mto wa mbu dldm,Retail A,TFDA,41,Arusha,Arusha,Monduli,Mto Wa Mbu,Barabarani,,,-3.3736317884,35.854970729,943.6,tablet,5.0,True,36957248B12876867554617,72390352B11439822404473,66589294B63591688729139
TZ-ADDO-00927,Luvanda dldm,Retail A,TFDA,1297,Iringa,Iringa,Iringa Mc,Mwangata,Mwangata B,,Iringa,-7.7785278065,35.6753219012,1626.9,tablet,5.0,True,36957248B77241623821364,,
TZ-ADDO-00928,Ebeneza dldm,Retail A,,,Arusha,Arusha,Monduli,Mto Wa Mbu,Barabarani,,,-3.3735292358,35.8654667158,956.0,tablet,5.0,True,36957248B12876867554617,72390352B11439822404473,66589294B63591688729139
TZ-ADDO-00929,Laizer dldm,Retail A,,,Arusha,Arusha,Monduli,Esilalei,Losilwa,,Karatu,-3.3834290598,35.8944500796,962.2,tablet,5.0,True,36957248B12876867554617,72390352B11439822404473,66589294B42253317699361
TZ-ADDO-00930,Kadori dldm,Retail A,,,Arusha,Arusha,Monduli,Esiralei,Losilwa,,Karatu,-3.3812972065,35.892428197,967.1,tablet,5.0,True,36957248B12876867554617,72390352B11439822404473,66589294B42253317699361
TZ-ADDO-00931,Helena DLDM,Retail A,TFDA,223 ushetu,Shinyanga,Shinyanga,Ushetu Dc,Mpunze,Ifunde,,Kahama Tc,,,,,,False,36957248B79115240070229,,
TZ-ADDO-00932,Happy dldm,Retail A,,,Arusha,Arusha,Monduli,Esiralei,Losilwa,,Njombe,-3.3779389551,35.8891778626,961.4,tablet,5.0,True,36957248B12876867554617,72390352B11439822404473,66589294B42253317699361
TZ-ADDO-00933,Rest dldm,Retail A,,,Arusha,Arusha,Monduli,Esirarei,Losilwa,,Karratu,-3.376330426,35.8879207447,927.9,tablet,5.0,True,36957248B12876867554617,72390352B11439822404473,66589294B42253317699361
TZ-ADDO-00934,Lulu,Retail A,,,Iringa,Iringa,Iringa Mc,Mlandege,Mlandege,,Makambako dc,-7.7815536316,35.6787109561,1636.9,tablet,5.0,True,36957248B77241623821364,,
TZ-ADDO-00935,Kalwani DLDM,Retail A,TFDA,,Shinyanga,Shinyanga,Ushetu Dc,Bulungwa,Mseki,,Kahama TC,,,,,,False,36957248B79115240070229,,
TZ-ADDO-00936,Omugani DLDM,Retail A,TFDA,52 kahama,Shinyanga,Shinyanga,Ushetu Dc,Mseki,Mseki,,,,,,,,False,36957248B79115240070229,,
TZ-ADDO-00937,mangusha dldm,Retail A,Pharmacy Council,,Arusha,Arusha,Monduli,Esiralei,Losilwa,,Monduli,-3.3760885242,35.8874464128,926.8,tablet,5.0,True,36957248B12876867554617,72390352B11439822404473,66589294B42253317699361
TZ-ADDO-00938,Tenela,Retail A,TFDA,260 ushetu,Shinyanga,Shinyanga,Ushetu Dc,Bulungwa,Mseki,,Kahama TC,,,,,,False,36957248B79115240070229,,
TZ-ADDO-00939,Migungani dldm,Retail A,,,Arusha,Arusha,Monduli,Mto Wa Mbu,Barabarani,,Monduli,-3.3754217019,35.8730504941,923.9,tablet,5.0,True,36957248B12876867554617,72390352B11439822404473,66589294B63591688729139
TZ-ADDO-00940,Jumwa dldm,Retail A,,,Arusha,Arusha,Monduli,Majengo,Majengo B,,Monduli,-3.3426281344,35.8653740119,935.8,tablet,5.0,True,36957248B12876867554617,72390352B11439822404473,66589294B92800958226401
TZ-ADDO-00941,Mbwambo dldm,Retail A,TFDA,,Arusha,Arusha,Monduli,Majengo B,Majengo,,Korogwe,-3.3416743996,35.8645742945,938.0,tablet,5.0,True,36957248B12876867554617,72390352B11439822404473,66589294B92800958226401
TZ-ADDO-00942,Kayugumya DLDM,Retail A,TFDA,,Shinyanga,Shinyanga,Ushetu Dc,Ulewe,Bugomba B Center,,Nzega DC,,,,,,False,36957248B79115240070229,,
TZ-ADDO-00943,Kelvin dldm,Retail A,Pharmacy Council,162,Iringa,Iringa,Iringa Mc,Ruaha,Ndiuka B,,Iringa mc,-7.7851755777,35.7107292395,1530.2,tablet,5.0,True,36957248B77241623821364,,
TZ-ADDO-00944,Anthony DLDM,Retail A,TFDA,,Shinyanga,Shinyanga,Ushetu Dc,Ubagwe,Bugomba B,,Bukombe DC,,,,,,False,36957248B79115240070229,,
TZ-ADDO-00945,Tendela-DLDM,Retail A,,113,Shinyanga,Shinyanga,Shinyanga-Dc,Lyabukande,Lyabukande,,ZHRC Bugando-Mwanza,-3.5696586127,32.9307098524,1143.7215649905,tablet,4.0,True,36957248B79115240070229,,
TZ-ADDO-00946,Bulugu-DLDM,Retail A,,113,Shinyanga,Shinyanga,Shinyanga-Dc,Lyabukande,Lyabukande,,Shinyanga municipal,-3.5707641962,32.9314521346,1160.8031076564,tablet,4.0,True,36957248B79115240070229,,
TZ-ADDO-00947,Mwiguli-DLDM,Retail A,,113,Shinyanga,Shinyanga,Shinyanga Dc,Didia,Didia,,Shinyanga municipal,-3.8209169519,33.0831420099,1190.1406079392,tablet,4.0,True,36957248B79115240070229,,
TZ-ADDO-00948,Halima-DLDM,Retail A,,113,Shinyanga,Shinyanga,Shinyanga-Dc,Didia,Madukani,,Shinyanga municipal,-3.821165045,33.0838685018,1178.9465192866,tablet,4.0,True,36957248B79115240070229,,
TZ-ADDO-00949,Ilola-DLDM,Retail A,,206,Shinyanga,Shinyanga,Shinyanga-Dc,Didia,Madukani,,Shinyanga,-3.8220364164,33.0828859771,1179.1627801274,tablet,4.0,True,36957248B79115240070229,,
TZ-ADDO-00950,Vedacom-DLDM,Retail A,,113,Shinyanga,Shinyanga,Shinyanga-Dldm,Didia,Madukani,,Nzega,-3.8214754265,33.0831899286,1181.7587762343,tablet,4.0,True,36957248B79115240070229,,
TZ-ADDO-00951,Warioba-DLDM,Retail A,,113,Shinyanga,Shinyanga,Shinyanga-Dc,Tinde,Ngaka,,Shinyanga municipal,-3.8704668625,33.1933961051,1126.2433826665,tablet,4.0,True,36957248B79115240070229,,
TZ-ADDO-00952,Mhando-DLDM,Retail A,,113,Shinyanga,Shinyanga,Shinyanga-Dc,Tinde,Bugeta,,Shinyanga municipal,-3.8802600508,33.1921089087,1143.7221589827,tablet,4.0,True,36957248B79115240070229,,
TZ-ADDO-00953,Twins med care-DLDM,Retail A,,113,Shinyanga,Shinyanga,Shinyanga Municipal,Tinde,Uarabuni-Sokoni,,Singida municipal,-3.8733397695,33.1943272649,1122.672346118,tablet,4.0,True,36957248B79115240070229,,
TZ-ADDO-00954,Banyemaa-DLDM,Retail A,,481,Shinyanga,Shinyanga,Shinyanga-Dc,Tinde,Jom,,Kigoma centre,-3.8704655381,33.1965791419,1137.4648102868,tablet,4.0,True,36957248B79115240070229,,
TZ-ADDO-00955,Mhandikwa DLDM,Retail A,TFDA,137 kahama,Shinyanga,Shinyanga,Ushetu Dc,Sabasabini,Sabasabini,,Kahama TC,,,,,,False,36957248B79115240070229,,
TZ-ADDO-00956,Kelvin dldm,Retail A,Pharmacy Council,162,Iringa,Iringa,Iringa Mc,Ruaha,Ndiuka B,,Iringa mc,-7.7851755777,35.7107292395,1530.2,tablet,5.0,True,36957248B77241623821364,,
TZ-ADDO-00957,Rubia dldm,Retail A,TFDA,,Iringa,Irings,Iringa Mc,Kwakilosa,Mlandege,,Iringa mc,-7.7836823417,35.6847193558,1637.2,tablet,5.0,True,36957248B77241623821364,,
TZ-ADDO-00958,Tagalile dldm,Retail A,TFDA,,Iringa,Iringa,Iringa Mc,Mivinjeni,Frelimo A,,Njombe dc,-7.7788261184,35.6887560803,1570.9,tablet,5.0,True,36957248B77241623821364,,
TZ-ADDO-00959,Mshindo duka la dawa,Retail A,,,Iringa,Iringa,Iringa Mc,Migombani,Mvinjeni,,Njombe dc,-7.7838125546,35.6884208042,1622.1,tablet,5.0,True,36957248B77241623821364,,
TZ-ADDO-00960,Eliparaiso dldm,Retail A,TFDA,,Iringa,Iringa,Iringa Dc,Isakalilo,Samora,,Mbozi dc,-7.7829793934,35.6878144573,1620.0,tablet,5.0,True,36957248B77241623821364,,
TZ-ADDO-00961,GTF medic,Retail A,Pharmacy Council,1206,Dodoma,Dodoma,Dodoma Municipal,Uhuru,Mji Mpya-Barabara Ya 11,,KKKT-Dodoma,-6.1767955318,35.7422127435,1085.3795577255,tablet,4.0,True,36957248B94171853380228,72390352B24669678050336,66589294B95022712796213
TZ-ADDO-00962,Kato duka la dawa,Retail A,Pharmacy Council,,Dodoma,Dodoma,Dodoma Municipal,Majengo,Majengo,,Mpwapwa district,-6.1767327388,35.7388334224,1100.6267889478,tablet,4.0,True,36957248B94171853380228,72390352B24669678050336,66589294B5862285215244
TZ-ADDO-00963,Rosma medics,Retail A,TFDA,1933,Dodoma,Dodoma,Dodoma Municipal,Majengo,Majengo,,Dodoma municipal,-6.1792623316,35.7412818632,1104.9366547244,tablet,4.0,True,36957248B94171853380228,72390352B24669678050336,66589294B5862285215244
TZ-ADDO-00964,Mzee K medics,Retail A,Pharmacy Council,,Dodoma,Dodoma,Dodoma Municipal,Kikuyu,Kikuyu Kaskazini,,Kimara-Dar es Salaam,-6.1892256368,35.7269326541,1136.8945971598,tablet,4.0,True,36957248B94171853380228,72390352B24669678050336,
TZ-ADDO-00965,Anne medics,Retail A,TFDA,,Iringa,Iringa,Iringa Mc,Mlandege,Mlandege Sokoni,,,-7.7835554397,35.6818285212,1645.7,tablet,5.0,True,36957248B77241623821364,,
TZ-ADDO-00966,Faith duka la dawa,Retail A,Pharmacy Council,912,Dodoma,Dodoma,Dodoma Municipal,Kikuyu,Kikuyu Kaskazini,,Parokia ya kiwanja cha ndege-Dodoma,-6.1909318641,35.7285634449,1137.3642077077,tablet,4.0,True,36957248B94171853380228,72390352B24669678050336,
TZ-ADDO-00967,Uhai dldm,Retail A,TFDA,144,Singida,Singida,Manyoni Dc,Manyoni,Mjini Kati,,,-5.7470968896,34.8320775828,1251.816645573,tablet,6.0,True,36957248B4897898165843,72390352B73180368039512,66589294B31231921562240
TZ-ADDO-00968,Korowi dldm,Retail A,TFDA,,Singida,Singida,Manyoni Dc,Manyoni,Eliton,,Singida municipal council,-5.7479305699,34.8333034624,1241.4623387512,tablet,6.0,True,36957248B4897898165843,72390352B73180368039512,66589294B31231921562240
TZ-ADDO-00969,Nuru dldm,Retail A,,,Iringa,Iringa,Iringa Mc,Mshindo,Mshindo,,Sumbawanga mc,-7.7841688273,35.6871040072,1625.9,tablet,5.0,True,36957248B77241623821364,,
TZ-ADDO-00970,Nyamoni dldm,Retail A,,277,Singida,Singida,Manyoni Dc,Manyoni,Manyoni Kati,,Manyoni dc,-5.7470184358,34.8318424325,1249.6137477438,tablet,6.0,True,36957248B4897898165843,72390352B73180368039512,66589294B31231921562240
TZ-ADDO-00971,Pendo dldm,Retail A,TFDA,42,Singida,Singida,Manyoni Dc,Manyoni,Swahili,,Kongwa dc,-5.7472575571,34.8338209384,1238.4604549002,tablet,4.0,True,36957248B4897898165843,72390352B73180368039512,66589294B31231921562240
TZ-ADDO-00972,Mart medics,Retail A,,,Iringa,Iringa,Iringa Mc,Mvinjeni,Kondoa,,Iringa mc,-7.779724407,35.6897277944,1576.4,tablet,5.0,True,36957248B77241623821364,,
TZ-ADDO-00973,Aghongi dldm,Retail A,,,Singida,Singida,Manyoni Dc,Manyoni,Mjini Kati,,,-5.7473801904,34.834079218,1244.4109321032,tablet,6.0,True,36957248B4897898165843,72390352B73180368039512,66589294B31231921562240
TZ-ADDO-00974,New day dldm,Retail A,Pharmacy Council,,Kigoma,Kigoma,Uvinza,Ilagala,Mwakizega,,Veta kigoma,-5.0788502193,29.801909157,785.1117317352,tablet,4.0,True,36957248B11692782910073,72390352B15676475935925,66589294B9420024784332
TZ-ADDO-00975,ABS DUKA LA DAWA,Retail A,TFDA,,Iringa,Iringa,Iringa Mc,Mwangata,Mwangata A,,Itinga mc,-7.7793514123,35.6758998334,1621.6,tablet,5.0,True,36957248B77241623821364,,
TZ-ADDO-00976,Majiri dldm,Retail A,TFDA,,Singida,Singida,Manyoni,Manyoni,Samaria,,,-5.7428672643,34.8345589237,1263.7376387457,tablet,6.0,True,36957248B4897898165843,72390352B73180368039512,66589294B31231921562240
TZ-ADDO-00977,Farahani dldm,Retail A,,,Singida,Singida,Manyoni Dc,Manyoni,Samaria,,,-5.7426817879,34.8337437379,1269.0751100507,tablet,6.0,True,36957248B4897898165843,72390352B73180368039512,66589294B31231921562240
TZ-ADDO-00978,Sinoni dldm,Retail A,,41,Singida,Singa,Manyoni Dc,Manyoni,Sokoni,,Manyoni,-5.7483234965,34.8354902511,1254.9049132283,tablet,4.0,True,36957248B4897898165843,72390352B73180368039512,66589294B31231921562240
TZ-ADDO-00979,Kamenyanga dldm,Retail A,TFDA,133,Singida,Singida,Manyoni Dc,Manyoni,Ccm,,Kilosa,-5.7470294061,34.8364060367,1265.2679559541,tablet,6.0,True,36957248B4897898165843,72390352B73180368039512,66589294B31231921562240
TZ-ADDO-00980,Sayuni dldm,Retail A,,,Singida,Singida,Manyoni,Manyoni,Majengo,,Dodoma municipal council,-5.7560556235,34.8295394598,1245.7965121363,tablet,6.0,True,36957248B4897898165843,72390352B73180368039512,66589294B31231921562240
TZ-ADDO-00981,Madizini medics,Retail A,,,Iringa,Iringa,Iringa Mc,Kwakilosa,Samora,,,-7.7821774967,35.6856810953,1633.9,tablet,5.0,True,36957248B77241623821364,,
TZ-ADDO-00982,MV duka la dawa,Retail Wholesale,,,Iringa,Iringa,Iringa Mc,Isakalilo,Zizi La Ng'Ombe,,,-7.7847505733,35.6620998681,1538.3,tablet,5.0,True,36957248B77241623821364,,
TZ-ADDO-00983,MV duka la dawa,Retail Wholesale,,,Iringa,Iringa,Iringa Mc,Isakalilo,Zizi La Ng'Ombe,,,-7.7847505733,35.6620998681,1538.3,tablet,5.0,True,36957248B77241623821364,,
TZ-ADDO-00984,Kudra,Retail A,Pharmacy Council,1193,Kigoma,KIGOMA,Kigoma Dc,Mwandiga,Mwandiga,,Kasulu,-4.8293579603,29.6591391265,859.9903146443,tablet,6.0,True,36957248B11692782910073,,
TZ-ADDO-00985,MV duka la dawa,Retail Wholesale,,,Iringa,Iringa,Iringa Mc,Isakalilo,Zizi La Ng'Ombe,,,-7.7847505733,35.6620998681,1538.3,tablet,5.0,True,36957248B77241623821364,,
TZ-ADDO-00986,LODRIC DLDM,Retail A,,,Singida,SINGIDA,Ikungi District Council,Igransoni,Igransoni,,KIGOMA CENTRE,-5.3328137286,34.4847771619,1243.7,tablet,5.0,True,36957248B4897898165843,,
TZ-ADDO-00987,Ndago c dldm,Retail A,,41,Singida,Singida,Manyoni Dc,Manyoni,Lami,,Dodoma municipal council,-5.7556955823,34.8273794276,1245.1990512611,tablet,6.0,True,36957248B4897898165843,72390352B73180368039512,66589294B31231921562240
TZ-ADDO-00988,NEEMA DLDM,Retail A,,,Singida,SINGIDA,Ikungi District Council,Igranson,Ilolo,,SINGIDA MUNICIPAL COUNCIL,-5.3233709279,34.5191010553,1280.3,tablet,5.0,True,36957248B4897898165843,,
TZ-ADDO-00989,DUKA LA DAWA,Retail A,,,Singida,SNGIDA,Ikungi,Iseke,Iseke,,,-5.0631047878,34.681680724,1519.8,tablet,5.0,True,36957248B4897898165843,72390352B5494870713744,66589294B26796263914499
