addo_uid,addo_name,business_type,accreditation_source,po_box,region,region_raw_clean,district,ward,village_street,phone,training_center,latitude,longitude,altitude,gps_source,gps_accuracy,has_coords,gid_region,gid_district,gid_ward
TZ-ADDO-00116,Nice DLDM,Retail A,TFDA,32,Lindi,Lindi,Lindi Dc,Mtama,Makonde,,Lindi,-10.3029689938,39.3680040445,114.1,tablet,5.0,True,36957248B69769580879919,,
TZ-ADDO-00117,FAITH/ L&E DLDM,Retail A,,1002,Lindi,Lindi,Lindi Dc,Nyangao,Nyangao B,,Lindi,-10.3330042446,39.2993371468,132.2,tablet,5.0,True,36957248B69769580879919,,
TZ-ADDO-00118,Alfa DLDM,Retail A,TFDA,1002,Lindi,Lindi,Lindi Dc,Nyangao,Nyangao B,,Lindi,-10.3325730376,39.300455125,114.4,tablet,5.0,True,36957248B69769580879919,,
TZ-ADDO-00119,Was closed and no name outside,Retail A,TFDA,1002,Lindi,Lindi,Lindidc,Nyangao,Nyangaobu,,,-10.3330375627,39.3007008824,79.6,tablet,5.0,True,36957248B69769580879919,,
TZ-ADDO-00120,A&D DLDM,Retail A,TFDA,1002,Lindi,Lindi,Lindi Dc,Nyangao,Nyangao B,,Lindi,-10.3322510887,39.3022876605,104.7,tablet,5.0,True,36957248B69769580879919,,
TZ-ADDO-00121,Suzana DLDM,Retail A,TFDA,328,Lindi,Lindi,Lindi Dc,Mchinga,Mchinga,,Lindi,-9.7434613248,39.7092638444,-19.0,tablet,5.0,True,36957248B69769580879919,,
TZ-ADDO-00122,Miligo Medics,Retail A,TFDA,66 Hedaru,Kilimanjaro,Kilimanjaro,Same,Hedaru,Hedaru B,,Same,-4.5069513889,37.9133796506,631.5,tablet,5.0,True,36957248B55328686942733,72390352B83063272545753,66589294B91173090812765
TZ-ADDO-00123,Mashika,Retail A,Pharmacy Council,44 Hedaru,Kilimanjaro,Kilimanjaro,Same,Hedaru,Mbuyuni,,Same,-4.5050925761,37.9120430723,629.5,tablet,5.0,True,36957248B55328686942733,72390352B83063272545753,66589294B91173090812765
TZ-ADDO-00124,Nakku,Retail A,TFDA,90,Kilimanjaro,Kilimanjaro,Same,Hedaru,Mbuyuni A,,Same,-4.5044782246,37.911025174,638.9,tablet,5.0,True,36957248B55328686942733,72390352B83063272545753,66589294B91173090812765
TZ-ADDO-00125,NAFIKA,Retail A,TFDA,66,Kilimanjaro,Kilimanjaro,Same,Hedaru,Hedaru,,Same,-4.5023967046,37.9110628925,653.9,tablet,5.0,True,36957248B55328686942733,72390352B83063272545753,66589294B91173090812765
TZ-ADDO-00126,NAFIKA,Retail A,TFDA,66,Kilimanjaro,Kilimanjaro,Same,Hedaru,Hedaru,,Same,-4.5024379017,37.9110536724,647.0,tablet,5.0,True,36957248B55328686942733,72390352B83063272545753,66589294B91173090812765
TZ-ADDO-00127,Hedaru DLDM,Retail A,Pharmacy Council,,Kilimanjaro,Kilimanjaro,Same,Hedaru,Mbuyuni B,,Same,-4.5033295266,37.9102148954,635.8,tablet,5.0,True,36957248B55328686942733,72390352B83063272545753,66589294B91173090812765
TZ-ADDO-00128,Mbwambo,Retail A,TFDA,90,Kilimanjaro,Kilimanjaro,Same,Hedaru,Mbuyuni B,,Same,-4.503101958,37.9100144003,632.9,tablet,5.0,True,36957248B55328686942733,72390352B83063272545753,66589294B91173090812765
TZ-ADDO-00129,Mashanjara,Retail A,Pharmacy Council,48 Hedaru,Kilimanjaro,Kilimanjaro,Same,Hedaru,Hedaru,,Same,-4.5017901063,37.9097274877,644.5,tablet,5.0,True,36957248B55328686942733,72390352B83063272545753,66589294B91173090812765
TZ-ADDO-00130,Makanya DLDM,Retail A,Pharmacy Council,84 Hedaru,Kilimanjaro,Kilimanjaro,Same,Makanya,Kitongoji C,,Same,-4.3598298356,37.8235573322,666.9,tablet,5.0,True,36957248B55328686942733,72390352B83063272545753,66589294B63552002934219
TZ-ADDO-00131,Halima Medics Stores,Retail A,Pharmacy Council,,Kilimanjaro,Kilimanjaro,Same,Makanya,Kitongoji C,,Same,-4.3610693933,37.8242110368,677.3,tablet,5.0,True,36957248B55328686942733,72390352B83063272545753,66589294B63552002934219
TZ-ADDO-00132,Sangana Medics,Retail A,Pharmacy Council,277 Same,Kilimanjaro,Kilimanjaro,Same,Same,Ujamaa,,Same,-4.0678195842,37.7389416005,852.9,tablet,5.0,True,36957248B55328686942733,72390352B83063272545753,66589294B50786507244029
TZ-ADDO-00133,Sangana Medics,Retail A,Pharmacy Council,277,Kilimanjaro,Kilimanjaro,Same,Same,Ujamaa,,Same,-4.0678492561,37.738903882,856.0,tablet,5.0,True,36957248B55328686942733,72390352B83063272545753,66589294B50786507244029
TZ-ADDO-00134,Comfort Medics,Retail A,TFDA,137 Same,Kilimanjaro,Kilimanjaro,Same,Same,Ujamaa,,Same,-4.0682275733,37.7383567952,858.5,tablet,5.0,True,36957248B55328686942733,72390352B83063272545753,66589294B50786507244029
TZ-ADDO-00135,Tariso Medics,Retail A,Pharmacy Council,,Kilimanjaro,Kilimanjaro,Same,Same,Kilenga,,Same,-4.0687866043,37.7391082328,848.1,tablet,5.0,True,36957248B55328686942733,72390352B83063272545753,66589294B50786507244029
TZ-ADDO-00136,Tariso Medics,Retail A,Pharmacy Council,,Kilimanjaro,Kilimanjaro,Same,Same,Kilenga,,Same,-4.068768248,37.7390558459,844.8,tablet,5.0,True,36957248B55328686942733,72390352B83063272545753,66589294B50786507244029
TZ-ADDO-00137,Rey,Retail A,TFDA,10,Kilimanjaro,Kilimanjaro,Same,Same,Sokoni,,Same,-4.0670542745,37.7389726136,844.5,tablet,5.0,True,36957248B55328686942733,72390352B83063272545753,66589294B50786507244029
TZ-ADDO-00138,Savanna DLDM,Retail A,Pharmacy Council,,Kilimanjaro,Kilimanjaro,Same,Same,Sokoni,,Same,-4.0670828568,37.7390597854,853.5,tablet,5.0,True,36957248B55328686942733,72390352B83063272545753,66589294B50786507244029
TZ-ADDO-00139,Debora DLDM,Retail A,Pharmacy Council,,Kilimanjaro,Kilimanjaro,Same,Same,Sokoni,,Same,-4.0666448604,37.7378201857,859.0,tablet,5.0,True,36957248B55328686942733,72390352B83063272545753,66589294B50786507244029
TZ-ADDO-00140,Sammi,Retail A,Pharmacy Council,,Kilimanjaro,Kilimanjaro,Same,Kihurio,Uzambara,,Same,-4.4689387875,38.0748562608,500.2,tablet,5.0,True,36957248B55328686942733,72390352B83063272545753,66589294B56281597546023
TZ-ADDO-00141,MACK DLDM,Retail A,Pharmacy Council,17 Kihurio,Kilimanjaro,Kilimanjaro,Same,Kihurio,Mashine,,Same,-4.4651334034,38.0760475807,517.4,tablet,5.0,True,36957248B55328686942733,72390352B83063272545753,66589294B56281597546023
TZ-ADDO-00142,EK Dldm,Retail A,,745 Songea,Ruvuma,Ruvuma,Songea Town,Mjini,Majengo,,Songea Town,-10.6814094057,35.6491239616,1111.7146145773,tablet,8.0,True,36957248B86098654739756,,
TZ-ADDO-00143,Jerry Dldm,Retail A,Pharmacy Council,233 Songea,Ruvuma,Ruvuma,Songea Town,Bombamili,Merikebu,,Songea Town,-10.6687558822,35.6429429285,1058.1602566195,tablet,6.0,True,36957248B86098654739756,,
TZ-ADDO-00144,Mnyani Dldm,Retail A,Pharmacy Council,980 Songea,Ruvuma,Ruvuma,Songea Town,Bombambili,Muungano,,Njombe Town,-10.6665546484,35.6430784284,1075.5377820658,tablet,6.0,True,36957248B86098654739756,,
TZ-ADDO-00145,Mahengu Dldm,Retail A,Pharmacy Council,5 Songea,Ruvuma,Ruvuma,Songea Town,Bombambili,Merikebu,,Songea Town,-10.6639932486,35.649971708,1106.4405014495,tablet,4.0,True,36957248B86098654739756,,
TZ-ADDO-00146,DON DLDM,Retail A,Pharmacy Council,112 Songea,Ruvuma,Ruvuma,Songea Mc,Bombambili,Miembeni,,Songea Town,-10.6655729776,35.6547204096,1113.3470837077,tablet,6.0,True,36957248B86098654739756,,
TZ-ADDO-00147,Komba Dldm,Retail A,Pharmacy Council,5 Songea,Ruvuma,Ruvuma,Songea Town,Bombambili,Miembeni,,Songea Town,-10.6674833319,35.6553833891,1104.9487453275,tablet,6.0,True,36957248B86098654739756,,
TZ-ADDO-00148,Malekela Dldm,Retail A,TFDA,5 Songea,Ruvuma,Ruvuma,Songea Town,Bombambili,Miembeni,,Songea Town,-10.6640850815,35.6525073908,1120.7690926065,tablet,6.0,True,36957248B86098654739756,,
TZ-ADDO-00149,FK Dldm,Retail A,Pharmacy Council,927 Songea,Ruvuma,Ruvuma,Songea Town,Bombambili,Miembeni,,Mbinga Dc,-10.6636951676,35.6539329675,1123.9100690756,tablet,4.0,True,36957248B86098654739756,,
TZ-ADDO-00150,Matambi Dldm,Retail A,TFDA,87 Songea,Ruvuma,Ruvuma,Songea Town,Bombambili,Sokoine,,Mbinga Dc,-10.6563498104,35.655495337,1140.411120678,tablet,6.0,True,36957248B86098654739756,,
TZ-ADDO-00151,VT DLDM,Retail A,Pharmacy Council,5 Songea,Ruvuma,Ruvuma,Songea Mc,Bombambili,Sokoine,,Songea Town,-10.6559456633,35.6519493229,1138.7816415901,tablet,6.0,True,36957248B86098654739756,,
TZ-ADDO-00152,Mary DLDM,Retail A,TFDA,411 Songea,Ruvuma,Ruvuma,Songea Mc,Msamala,Msamala Kwa Mauki,,Mbeya city,-10.649564084,35.6503659549,1126.3384401776,tablet,6.0,True,36957248B86098654739756,,
TZ-ADDO-00153,Mary Nswila Dldm,Retail A,Pharmacy Council,14 Songea,Ruvuma,Ruvuma,Songea Mc,Msamala,Nanenane,,Songea Town,-10.6332459852,35.6536834047,1107.1759973864,tablet,6.0,True,36957248B86098654739756,,
TZ-ADDO-00154,Mofa Dldm,Retail A,Pharmacy Council,14 Songea,Ruvuma,Ruvuma,Songea Mc,Msamala,Msamala,,Tunduru Dc,-10.6437355365,35.6487312811,1114.7927236598,tablet,4.0,True,36957248B86098654739756,,
TZ-ADDO-00155,Mwilo Dldm,Retail A,Pharmacy Council,233 Songea,Ruvuma,Ruvuma,Songea Mc,Msamala,Oysterbay,,Mbeya city,-10.6473070273,35.6427147278,1098.9173997422,tablet,6.0,True,36957248B86098654739756,,
TZ-ADDO-00156,Greta Dldm,Retail A,,Songea,Ruvuma,Ruvuma,Songea Mc,Msamala,Mkuzo,,Songea Town,-10.6396373303,35.6294123245,1115.621366033,tablet,4.0,True,36957248B86098654739756,,
TZ-ADDO-00157,Nuru Dldm,Retail A,,293 Songea,Ruvuma,Ruvuma,Songea Mc,Lizabon,Londoni,,Songea Town,-10.6866614364,35.6088885822,1025.6587165656,tablet,6.0,True,36957248B86098654739756,,
TZ-ADDO-00158,Amani Dldm,Retail A,Pharmacy Council,1390 Songea,Ruvuma,Ruvuma,Songea Mc,Lizaboni,Mloweka,,Songea Mc,-10.6764922813,35.6255153063,1087.2767945367,tablet,6.0,True,36957248B86098654739756,,
TZ-ADDO-00159,Juvela Dldm,Retail A,,1236 Songea,Ruvuma,Ruvuma,Songea Mc,Lizaboni,Polisi,,Mbinga Dc,-10.6731028548,35.6209264042,1063.7787027221,tablet,6.0,True,36957248B86098654739756,,
TZ-ADDO-00160,Faraja Dldm,Retail A,Pharmacy Council,,Ruvuma,Ruvuma,Songea Mc,Lizaboni,Madizini,,Mbinga Dc,-10.6767196189,35.6204091658,1060.3562602553,tablet,4.0,True,36957248B86098654739756,,
TZ-ADDO-00161,Chisambula DLDM,Retail A,TFDA,1383,Ruvuma,Ruvuma,Songea Mc,Lizaboni,Lizaboni,,Tunduru Dc,-10.6744560025,35.6275632482,1057.8168426399,tablet,6.0,True,36957248B86098654739756,,
TZ-ADDO-00162,Zenda Dldm,Retail A,TFDA,54 Songea,Ruvuma,Ruvuma,Songea Mc,Majengo,Msikitini,,Mbinga Dc,-10.6822935351,35.6434079644,1064.8489030948,tablet,6.0,True,36957248B86098654739756,,
TZ-ADDO-00163,Devotha Dldm,Retail A,Pharmacy Council,1374 Songea,Ruvuma,Ruvuma,Songea Mc,Majengo,Mwinyi Mkuu,,Songea Town,-10.6816291398,35.6442576688,1080.2209560578,tablet,6.0,True,36957248B86098654739756,,
TZ-ADDO-00164,Imelda Dldm,Retail A,Pharmacy Council,105 Songea,Ruvuma,Ruvuma,Songea Town,Bombambili,Mtakuja,,Songea Town,-10.662002273,35.6491340487,1122.5186586395,tablet,6.0,True,36957248B86098654739756,,
TZ-ADDO-00165,ST ANNE DLDM,Retail A,Pharmacy Council,Songea,Ruvuma,Ruvuma,Songea Mc,Lizaboni,Kibulang'Oma,,Sumbawanga Mc,-10.6747769465,35.630389987,1043.3497221049,tablet,8.0,True,36957248B86098654739756,,
TZ-ADDO-00166,Kahama medics,Retail A,,,Mwanza,Mwanza,Ilemela,Ilemela,Kahama,,Ilemela,,,,,,False,36957248B97200142584881,72390352B90588253427027,66589294B9850418337105
TZ-ADDO-00167,BM Medics,Retail A,,SLP 11318,Mwanza,Mwanza,Ilemela,Bugogwa,Igombe,,Ilemela,,,,,,False,36957248B97200142584881,72390352B90588253427027,66589294B25915369554383
TZ-ADDO-00168,Mzalendo DLDM,,,,Mwanza,Mwanza,Ilemela,Sangabuye,Kayenze,,Ilemele,,,,,,False,36957248B97200142584881,72390352B90588253427027,66589294B44734052543581
TZ-ADDO-00169,Gloria DLDM,Retail A,Pharmacy Council,,Mwanza,Mwanza,Ilemela,Pasiasi,Msumbiji,,ZHRC Bugando,,,,,,False,36957248B97200142584881,72390352B90588253427027,66589294B57158728388462
TZ-ADDO-00170,Millenium DLDM,Retail A,Pharmacy Council,Box 5050,Mwanza,Mwanza,Ilemela,Pasiasi,Msumbiji,,Ilemela,,,,,,False,36957248B97200142584881,72390352B90588253427027,66589294B57158728388462
TZ-ADDO-00171,Manga Medics,Retail A,,,Mwanza,Mwanza,Ilemela,Nyakato,Nyamuge,,ZHRC Bugando,,,,,,False,36957248B97200142584881,72390352B90588253427027,66589294B95492041432216
TZ-ADDO-00172,Kunyumba DLDM,Retail A,Pharmacy Council,,Mwanza,Mwanza,Ilemela,Nyakato,Nyasaka,,Ilemela,,,,,,False,36957248B97200142584881,72390352B90588253427027,66589294B95492041432216
TZ-ADDO-00173,Mama Glory DLDM,Retail A,Pharmacy Council,,Mwanza,Mwanza,Ilemela,Bugobwa,Igombe,,Ilemela,,,,,,False,36957248B97200142584881,72390352B90588253427027,66589294B25915369554383
TZ-ADDO-00174,Upendo Duka la Dawa,Retail A,,Box 11318,Mwanza,Mwanza,Ilemela,Sangabue,Kayenze,,Ilemela,,,,,,False,36957248B97200142584881,72390352B90588253427027,66589294B44734052543581
TZ-ADDO-00175,Dat DLDM,Retail A,Pharmacy Council,Box 1370,Mwanza,Mwanza,Ilemele,Pasiasi,Msumbiji,,Ilemela,,,,,,False,36957248B97200142584881,72390352B90588253427027,66589294B57158728388462
TZ-ADDO-00176,Waziri DLDM,Retail A,Pharmacy Council,,Mwanza,Mwanza,Ilemela,Bugogwa,Igombe,,Sikonge Tabora,,,,,,False,36957248B97200142584881,72390352B90588253427027,66589294B25915369554383
TZ-ADDO-00177,BTS Huruma,Retail A,,,Mwanza,Mwanza,Ilemela,Nyakato,Nyasaka,,Ilemela,,,,,,False,36957248B97200142584881,72390352B90588253427027,66589294B95492041432216
TZ-ADDO-00178,Elshadai DLDM,Retail A,TFDA,2067,Shinyanga,Shinyanga,Shinyanga,Ngokolo,Mitumbani,,Shinyanga municipal,-3.6596258682,33.4241778722,1086.8559024021,tablet,6.0,True,36957248B79115240070229,,
TZ-ADDO-00179,Msechu-DLDM,Retail A,TFDA,,Shinyanga,Shinyanga,Shinyanga,Ngokolo,Mitumbani,,Shinyanga municipal,-3.6579192401,33.4243024733,1101.6315099208,tablet,6.0,True,36957248B79115240070229,,
TZ-ADDO-00180,St.Thomas-DLDM,Retail A,TFDA,320,Shinyanga,Shinyanga,Shinyanga,Ngokolo,Majengo Mapya,,Shinyanga,-3.6559666789,33.4239050548,1121.4642382306,tablet,4.0,True,36957248B79115240070229,,
TZ-ADDO-00181,Bedolla -DLDM,Retail A,TFDA,69,Shinyanga,Shinyanga,Shinyanga,Ngokolo,Majengo Mapya,,Shinyanga,-3.6537339297,33.4224502418,1088.8785246007,tablet,4.0,True,36957248B79115240070229,,
TZ-ADDO-00182,Kijuma DLDM,Retail A,TFDA,,Shinyanga,Shinyanga,Shinyanga,Ngokolo,Mshikamano,,Shinyanga,-3.6533717271,33.4339700103,1098.9075842233,tablet,4.0,True,36957248B79115240070229,,
TZ-ADDO-00183,Sayuni-DLDM,Retail A,,,Shinyanga,Shinyanga,Shinyanga,Ndembezi,Jikolile,,Shinyanga,-3.6536936219,33.4357919186,1098.1918457903,tablet,4.0,True,36957248B79115240070229,,
TZ-ADDO-00184,Nyandemi,Retail A,,,Shinyanga,Shinyanga,Shinyanga,Ndembezi,Dome,,Shinyanga manicipal,-3.6556954865,33.4354206128,1076.3549735323,tablet,4.0,True,36957248B79115240070229,,
TZ-ADDO-00185,Peace-DLDM,Retail A,,1031,Shinyanga,Shinyanga,Shinyanga,Ndembezi,Mbuyuni,,Nzega,-3.660188142,33.4347595731,1070.0601268867,tablet,4.0,True,36957248B79115240070229,,
TZ-ADDO-00186,Mashaka,Retail A,,,Shinyanga,Shinyanga,Shinyanga Municipal,Ngokolo,Mabambasi,,Shinyanga municipal,-3.6607709697,33.4348338137,1103.8383436483,tablet,4.0,True,36957248B79115240070229,,
TZ-ADDO-00187,Mmbaga-DLDM,Retail A,,,Shinyanga,Shinyanga,Shinyanga Municipal,Ngokolo,Magadula,,Shinyanga municipal,-3.6620724846,33.4300501398,1099.6274455286,tablet,4.0,True,36957248B79115240070229,,
TZ-ADDO-00188,Jochiko-DLDM,Retail A,,552,Shinyanga,Shinyanga,Shinyanga Municipal,Ngokolo,Mwinamila,,Shinyanga,-3.661800363,33.4259866296,1108.3245350526,tablet,4.0,True,36957248B79115240070229,,
TZ-ADDO-00189,Richard duka la dawa,Retail A,,,Mwanza,Mwanza,Ilemela,Bugogwa,Kabangaja,,Ilemela,,,,,,False,36957248B97200142584881,72390352B90588253427027,66589294B25915369554383
TZ-ADDO-00190,Lukinga medical store,Retail A,,,Dodoma,Dodoma,Dodoma Municipal,Nkuhungu,Nkuhungu,,Dodoma municipal,-6.1570676932,35.7218366664,1119.6417672542,tablet,4.0,True,36957248B94171853380228,72390352B24669678050336,
TZ-ADDO-00191,Glory medics,Retail A,TFDA,,Dodoma,Dodoma,Dodoma Municipal,Nkuhungu,Ccm,,Dodoma municipal,-6.1413966517,35.7212191157,1110.1108873522,tablet,4.0,True,36957248B94171853380228,72390352B24669678050336,
TZ-ADDO-00192,G-2,Retail A,TFDA,,Dodoma,Dodoma,Dodoma Municipal,Nkuhungu,Mtube,,Dodoma municipal,-6.142275162,35.7184321452,1124.0683364844,tablet,4.0,True,36957248B94171853380228,72390352B24669678050336,
TZ-ADDO-00193,EGK-DLDM,Retail A,TFDA,,Shinyanga,Shinyanga,Shinyanga Municipal,Kambarage,New Stand,,Shinyanga municipal,-3.6641477193,33.4214516279,1128.6255856562,tablet,4.0,True,36957248B79115240070229,,
TZ-ADDO-00194,Uhuru-DLDM,Retail A,,2211,Shinyanga,Shinyanga,Shinyanga Municipal,Kambarage,New Stand,,Shinyanga,-3.6644397529,33.4220888061,1100.7493627649,tablet,4.0,True,36957248B79115240070229,,
TZ-ADDO-00195,K2K-DLDM,Retail A,,1215,Shinyanga,Shinyanga,Shinyanga Municipal,Kambarage,Jomu,,Shinyanga,-3.6650880041,33.4213623125,1117.6697788441,tablet,4.0,True,36957248B79115240070229,,
TZ-ADDO-00196,Salus-DLDM,Retail A,TFDA,17,Shinyanga,Shinyanga,Shinyanga Municipal,Mjini,Nguzo Nane,,Kigoma centre,-3.6700387049,33.4195398454,1111.0887462948,tablet,4.0,True,36957248B79115240070229,,
TZ-ADDO-00197,Yindi-DLDM,Retail A,,17,Shinyanga,Shinyanga,Shinyanga,Mjini,Nguzo Nane,,Shinyanga municipal,-3.6699605378,33.4197842245,1105.4105748755,tablet,4.0,True,36957248B79115240070229,,
TZ-ADDO-00198,ISSUNA-DLDM,Retail A,,,Shinyanga,Shinyanga,Shinyanga Municipal,Kambarage,Nguzo Nane,,Shinyanga municipal,-3.6701258344,33.4186726313,1094.8156640942,tablet,4.0,True,36957248B79115240070229,,
TZ-ADDO-00199,BYE GROUP DLDM,Retail A,TFDA,1030,Singida,SINGIDA,Singida Municipal Council,Misuna,Karakana,,SINGIDA MUNICIPAL COUNCIL,-4.822461647,34.7623453941,1508.5,tablet,5.0,True,36957248B4897898165843,,
TZ-ADDO-00200,Nseko dldm,Retail A,TFDA,104,Singida,Singida,Singida Municipal,Muhanda,Arusha Road,,Singida municipal,-4.8184825754,34.7544270194,1513.1398331641,tablet,4.0,True,36957248B4897898165843,,
TZ-ADDO-00201,Rainbow dldm,Retail A,,,Arusha,Arusha,Arusha City,Elerai,Sakina Darajani,,Hai district,-3.3631091367,36.6725014407,1400.7031493933,tablet,6.0,True,36957248B12876867554617,,
TZ-ADDO-00202,SERENGETI DLDM,Retail A,TFDA,104,Singida,SINGIDA,Singida Municipality,Ipembe,Boma Road,,SINGIDA MANICIPALITY,-4.8162245052,34.7508445848,1509.8,tablet,5.0,True,36957248B4897898165843,,
TZ-ADDO-00203,Junior dldm,Retail A,,13355,Arusha,Arusha,Arusha City Council,Elerai,Olmatejo,,,-3.3680050587,36.6726326756,1385.4,tablet,5.0,True,36957248B12876867554617,,
TZ-ADDO-00204,Neema dldm,Retail A,,299,Arusha,Arusha,Aruasha City Council,Sombetini,Sokomjinga,,,-3.3761777496,36.670603836,1338.4,tablet,5.0,True,36957248B12876867554617,,
TZ-ADDO-00205,Nk olimpya dldm,Retail A,,,Singida,Singida,Singida Municipal,Mitunduruni,Unyankindi,,Singida municipal,-4.8120887917,34.7603660537,1483.9104276506,tablet,6.0,True,36957248B4897898165843,,
TZ-ADDO-00206,RIFTY VALLEY,Retail A,TFDA,232,Singida,SINGIDA,Singida Municipal Council,Ipembe,Boma Road,,SINGIDA MUNICIPALITY,-4.8170718318,34.7517966852,1506.4,tablet,5.0,True,36957248B4897898165843,,
TZ-ADDO-00207,Mkumburi dldm,Retail A,Pharmacy Council,,Arusha,Arusha,Arusha City Council,Elerai,Olmatejo,,,-3.3701142341,36.672182957,1398.9647289013,tablet,6.0,True,36957248B12876867554617,,
TZ-ADDO-00208,Alema dldm,Retail A,TFDA,,Singida,Singida,Singida Municipal,Mitundurini,Mitunduruni,,Singida municipal,-4.8128484421,34.7592390073,1485.1645846899,tablet,4.0,True,36957248B4897898165843,,
TZ-ADDO-00209,AM DLDM,Retail A,,,Singida,SINGIDA,Singida Municipality,Misuna,Stand Mpya/Salimini,,,-4.8343315534,34.7602417041,1509.8,tablet,5.0,True,36957248B4897898165843,,
TZ-ADDO-00210,Wakwetu dldm,Retail A,TFDA,1096,Singida,Singida,Singida Municipal,Mitunduruni,Mitunduruni,,Singida municipal,-4.8153019612,34.7555396515,1502.6077508688,tablet,6.0,True,36957248B4897898165843,,
TZ-ADDO-00211,MWASI,Retail A,TFDA,76,Singida,SINGIDA,Singida Municipality,Misuna,Stand Mpya,,SINGIDA MUNICIPALITY,-4.8366344394,34.75803148,1512.4,tablet,5.0,True,36957248B4897898165843,,
TZ-ADDO-00212,Rode dldm,Retail A,,1520,Singida,Singida,Singida Municipal,Mitunduluni,Mitunduluni,,Singida municipal,-4.8145457979,34.7546793004,1495.6492853907,tablet,6.0,True,36957248B4897898165843,,
TZ-ADDO-00213,JKM MAKELE,Retail A,TFDA,578,Singida,SINGIDA,Singida Municipality,Misuna,Misuna/Stand Mpya,,SINGIDA MUNICIPALITY,-4.8348860163,34.7573892586,1518.0,tablet,5.0,True,36957248B4897898165843,,
TZ-ADDO-00214,Upendo dldm,Retail A,TFDA,,Singida,Singida,Singida Municipal,Mitunduruni,Mitunduruni,,Iramba,-4.8113356849,34.7558669183,1487.7794097865,tablet,6.0,True,36957248B4897898165843,,
TZ-ADDO-00215,LEGEZAMWENDO DLDM,Retail A,TFDA,354,Singida,SINGIDA,Singida Municipality,Misuna,Misuna,,SINGIDA MUNICIPALITY,-4.8329935502,34.7584255971,1499.3,tablet,5.0,True,36957248B4897898165843,,
TZ-ADDO-00216,Nyasa dldm,Retail A,TFDA,104,Singida,Singida,Singida Municipal,Mitunduruni,Mitunduruni,,Singida municipal,-4.8124849184,34.7536123389,1479.083870764,tablet,6.0,True,36957248B4897898165843,,
TZ-ADDO-00217,FARIJIKA,,,,Singida,SINGIDA,Singida Municipality,Misuna,Salimin,,,-4.8302649055,34.7590224724,1509.5,tablet,5.0,True,36957248B4897898165843,,
TZ-ADDO-00218,Pat own dldm,Retail A,TFDA,914,Singida,Singida,Singida Municipal,Ipembe,Mughenyi,,Singida municipal,-4.8188726745,34.7482078346,1485.8394608632,tablet,6.0,True,36957248B4897898165843,,
TZ-ADDO-00219,ATICA DLDM,Retail A,TFDA,76,Singida,SINGIDA,Singida Municipality,Misuna,Salmin,,,-4.8318364285,34.7563458793,1523.9,tablet,5.0,True,36957248B4897898165843,,
TZ-ADDO-00220,Eagles dldm,Retail Wholesale,,592,Singida,Singida,Singida Municipal,Ipembe,Ipembe,,Singinda municipal,-4.8195615592,34.7490801813,1502.2093397082,tablet,6.0,True,36957248B4897898165843,,
TZ-ADDO-00221,MWANGWALA DLDM,Retail A,,,Singida,SINGIDA,Singida Municipality,Misuna,Salmin,,,-4.8299942119,34.7589498851,1517.6,tablet,5.0,True,36957248B4897898165843,,
TZ-ADDO-00222,Zainab medical store,Retail A,TFDA,904,Dodoma,Dodoma,Dodoma Municipal,Kiwanja Cha Ndege,Makongoro,,Dodoma municipal,-6.1635358269,35.7470747752,1122.1679351764,tablet,4.0,True,36957248B94171853380228,72390352B24669678050336,66589294B65295029617704
TZ-ADDO-00223,Eliasante dldm,Retail A,,,Singida,Singida,Singida Municipal,Mughanga,Hospital,,Morogoro municipal,-4.8148085064,34.7479617465,1470.5913089089,tablet,6.0,True,36957248B4897898165843,,
TZ-ADDO-00224,Goodhope medicare,Retail A,Pharmacy Council,,Dodoma,Dodoma,Dodoma Municipal,Kiwanja Cha Ndenge,Homboro Road,,Dodoma municipal,-6.1678661307,35.7513629789,1099.5661791065,tablet,4.0,True,36957248B94171853380228,72390352B24669678050336,66589294B65295029617704
TZ-ADDO-00225,Amani dldm,Retail A,TFDA,,Singida,Singida,Singida Municipal,Mandewa,Genery,,Singida municipal,-4.8004208826,34.7230201389,1496.0004907368,tablet,6.0,True,36957248B4897898165843,,
TZ-ADDO-00226,MARESA DLDM,Retail A,,104,Singida,SINGIDA,Singida Municipality,Majengo,Stand Ya Zamani,,SINGIDA MUNICIPALITY,-4.8220624588,34.7521240823,1495.5,tablet,5.0,True,36957248B4897898165843,,
TZ-ADDO-00227,Hekima Duka la dawa,Retail A,TFDA,279,Dodoma,Dodoma,Dodoma Municipal,K/Ndege,Oysterbay,,Dodoma municipal,-6.1552595737,35.7491579116,1083.1026936819,tablet,4.0,True,36957248B94171853380228,72390352B24669678050336,
